vertices,x,y
529557819,116.2467839,39.920663
529557820,116.2310252,39.9184521
529558046,116.2470245,39.929259
529558364,116.2468048,39.9244257
529575509,116.1986498,39.9025493
529576090,116.1928362,39.9061885
529576092,116.1933185,39.9036388
529631296,116.2465274,39.93308
529689716,116.3281644,39.9063801
529690767,116.3106949,39.895954
529694320,116.3400247,39.9025138
529694970,116.3452783,39.9039269
529695125,116.3400413,39.9039691
529695126,116.3464511,39.9039295
529695673,116.3399921,39.9017714
529695965,116.3400594,39.9058644
529697168,116.336336,39.8964873
529698928,116.3366715,39.9059998
529698935,116.3358737,39.9060347
529699627,116.3365204,39.9017785
529700264,116.3432311,39.89959
529701032,116.3422597,39.8988414
529701631,116.3438346,39.8997907
529701634,116.3465941,39.8998865
529708788,116.3044095,39.9310227
529708865,116.3136888,39.9310056
529961069,116.3812392,40.0307257
529961292,116.3729693,40.0302999
529961304,116.3982329,40.0377944
529961317,116.4034142,40.04388
529961320,116.4044601,40.0451468
529961332,116.4020257,40.0461783
529961353,116.3929008,40.0459502
529961429,116.3988099,40.0460788
529961522,116.4028585,40.0431231
529961615,116.3966159,40.0437226
529961617,116.3928983,40.0434647
529961808,116.3579844,40.0336752
529961809,116.3648366,40.0355185
529961810,116.3695938,40.0363811
529962052,116.3308768,40.0572687
529962053,116.3314799,40.0504595
529962096,116.3366816,40.0583416
529962260,116.3475609,40.0673725
529962262,116.341466,40.0638337
529962264,116.3405859,40.0632929
529962267,116.3407676,40.0623213
529962581,116.3437366,40.0596066
529962784,116.342829,40.062713
529962909,116.3294951,40.0686901
529963024,116.326232,40.084173
529963055,116.3267989,40.0812318
529963076,116.3273716,40.0780245
529963098,116.327413,40.0782203
529963103,116.3287894,40.0669235
529963326,116.3281061,40.0743444
529963331,116.3386911,40.0742565
529963332,116.3441586,40.0742256
529963334,116.3482241,40.0742173
529963338,116.3387087,40.0698089
529963345,116.3382256,40.0789117
529963396,116.3479179,40.0792483
529963462,116.3378797,40.0821848
529963463,116.3432471,40.0823484
529963464,116.3516354,40.0825971
529963465,116.3569398,40.0827914
529963466,116.3429626,40.0853332
529963467,116.3376166,40.0851888
529963468,116.3595735,40.0858839
529963563,116.3695729,40.0865522
529963927,116.4332843,40.0874611
529963934,116.4353497,40.0772252
529963940,116.4063498,40.087733
529963942,116.3855435,40.0860377
529963944,116.3805503,40.0855145
529963991,116.4328335,40.09227
529964605,116.4240041,40.0393195
529964610,116.4274042,40.0442797
529964611,116.4274179,40.046607
529964797,116.4274199,40.0497164
529964799,116.4273076,40.0522024
529964800,116.427169,40.0538184
529964802,116.4268914,40.0591088
529964803,116.4284519,40.0591264
529964808,116.4028453,40.0566606
529964988,116.403024,40.0632908
529964989,116.403019,40.0665726
529964994,116.4000543,40.0633138
529964995,116.4068967,40.0633192
529965000,116.3997288,40.0665669
529965075,116.4189322,40.0707436
529965093,116.4222516,40.0780939
529965119,116.4222332,40.0727204
529965131,116.4150586,40.0727156
529965307,116.3597469,40.0593757
529965312,116.3575132,40.0567297
529965435,116.3632639,40.0597587
529965461,116.3620672,40.0629285
529965463,116.3593015,40.0624428
529969686,116.3038831,39.93113
529969693,116.3038825,39.9310211
529969707,116.3028794,39.9556228
529969713,116.3036913,39.9431193
529969845,116.3044086,39.931128
529969849,116.3043801,39.9420756
529970346,116.3038952,39.949622
529970347,116.3042626,39.9442392
529970350,116.3037867,39.9349903
529970356,116.3038911,39.9320736
529970733,116.3045253,39.907716
529970919,116.3045808,39.9046481
529971074,116.3090233,39.9062577
529971271,116.3439024,39.8843792
529971272,116.3440274,39.8853564
529971273,116.3442342,39.8862163
529971275,116.3444249,39.8879082
529971277,116.3470482,39.8879118
529971430,116.3442549,39.8763212
529971447,116.344635,39.8717859
529971524,116.347838,39.8719002
529973609,116.3472509,39.8844725
529973652,116.3483445,39.8846119
529973654,116.3504499,39.8847953
529973657,116.3526969,39.8848857
529973693,116.3474505,39.8805226
529973717,116.3450244,39.8805297
529973871,116.3407054,39.8788343
529973873,116.3407595,39.8817496
529974025,116.3581804,39.8675041
529974154,116.3971537,39.8703342
529974160,116.3680792,39.8686669
529974162,116.3618064,39.8681325
529974165,116.3793123,39.8694844
529974169,116.3907229,39.8699295
529974170,116.3956148,39.8701512
529974456,116.4381065,39.8963004
529974457,116.4382195,39.8948882
529974461,116.4388539,39.8907328
530636022,116.425275,39.9142489
530638424,116.3919012,39.9474203
530638431,116.3922455,39.9467456
530639972,116.3527358,39.9429927
530640422,116.3506631,39.9124409
530640429,116.3507678,39.9223582
530640454,116.3507781,39.9222536
530640471,116.3498967,39.9310648
530640481,116.3505877,39.9087542
530640482,116.3506252,39.9090125
530640485,116.3503561,39.920314
530640492,116.3496205,39.9383913
530640495,116.3496821,39.940183
530640501,116.3501757,39.9416672
530640508,116.3594833,39.9449514
530640513,116.3627853,39.9462849
530640527,116.3536619,39.915625
530640569,116.3535632,39.9107257
530640572,116.3530791,39.9072551
530640574,116.3530825,39.9058885
530640842,116.3547182,39.908762
530640850,116.354823,39.9125587
530641144,116.3569577,39.9087738
530641145,116.3533847,39.9088584
530641329,116.3569668,39.9107441
530641386,116.354822,39.9107224
530641405,116.3514165,39.9107026
530641407,116.3507339,39.9106614
530641437,116.3547534,39.9140774
530641439,116.353726,39.914031
530641440,116.3512403,39.9140063
530641479,116.3510982,39.9171188
530641499,116.3503812,39.9197785
530641501,116.3510051,39.9198023
530641516,116.353594,39.9199601
530641531,116.3566187,39.9201133
530641638,116.3511236,39.9042324
530641683,116.3505566,39.8882109
530641741,116.3506216,39.8947967
530641798,116.3578278,39.8895758
530641799,116.3592123,39.8917215
530641801,116.3571656,39.8922023
530641822,116.3548632,39.8850383
530641838,116.3529614,39.8787097
530641859,116.3575275,39.8787945
530642002,116.3539561,39.8669848
530642195,116.353769,39.8651225
530642217,116.3441302,39.8908992
530642218,116.3505077,39.8909804
530642233,116.3441839,39.8901728
530642344,116.3421744,39.8982241
530642345,116.3399186,39.8982128
530642348,116.3362394,39.8979669
530642360,116.3399427,39.8967061
530642361,116.339918,39.8999448
530642392,116.3282369,39.905907
530646653,116.4084571,39.9819393
530646718,116.4143604,39.9820285
530646748,116.4142704,39.9843737
530646753,116.4153224,39.9871845
530646771,116.4071651,39.9869724
530646783,116.4152074,39.9876562
530646826,116.4156158,39.9922408
530646838,116.4155713,39.9899464
530648290,116.2401351,39.9841918
530648293,116.2168202,39.9907218
530648298,116.2454228,39.9863252
530648534,116.2232459,39.9763323
530648723,116.213319,39.9593455
530648726,116.2181047,39.959001
530648744,116.2288212,39.9582808
530648749,116.242139,39.9579364
530648791,116.2414525,39.9660005
530648820,116.2413453,39.9663891
530648832,116.2418983,39.9622404
530649439,116.2446389,39.9880177
530649961,116.2447606,39.9880555
530649982,116.2479694,39.9950515
530650054,116.2627531,40.0021383
530650588,116.2773223,39.9062716
530650799,116.2788577,39.9227463
530650804,116.2822087,39.9226923
530651053,116.2822549,39.9231258
530651111,116.2825599,39.9260418
530651114,116.2788071,39.9265459
530651174,116.278829,39.930891
530651209,116.2745887,39.925922
530651217,116.2770868,39.9232206
530651360,116.2751037,39.9270936
530651396,116.274502,39.9232805
530651712,116.2695308,39.9270658
530652015,116.2720752,39.9275281
530652199,116.2862281,39.9259089
530652216,116.2862702,39.9270278
530652683,116.3762216,39.9499712
530652705,116.3762223,39.9481147
530653667,116.2265807,39.9282219
530653701,116.2101876,39.9283378
530653949,116.2329405,39.9283786
530653953,116.2328556,39.9223457
530653955,116.232144,39.9188437
530653960,116.2309619,39.9157009
530653968,116.2269038,39.9157767
530654084,116.239242,39.906232
530654242,116.2467755,39.9163885
530654253,116.2470063,39.9163882
530654270,116.2586639,39.9164919
530654379,116.2665734,39.9274257
530654556,116.2469999,39.9282403
530654559,116.2467884,39.9282351
530654563,116.2412511,39.9283587
530654592,116.2156254,39.9319401
530654709,116.1938197,39.9323995
530654722,116.2006577,39.9325179
530654731,116.1958489,39.9326193
530654809,116.1772287,39.9329983
530654828,116.1851293,39.933327
530654837,116.1937143,39.9332898
530655024,116.1862462,39.9279211
530655077,116.1851079,39.9307467
530655164,116.1851765,39.9396972
530655585,116.185198,39.9425663
530655590,116.1855323,39.9466514
530655594,116.1928418,39.9466892
530655637,116.190505,39.9397364
530655638,116.1904126,39.9432541
530655719,116.1851322,39.9398034
530655740,116.2006901,39.9429243
530655743,116.2009773,39.9400428
530655744,116.2044255,39.9400337
530655824,116.2421525,39.932887
530655857,116.2423201,39.9281893
530655873,116.242392,39.9261023
530656080,116.2627148,39.9456347
530656097,116.2604059,39.9347414
530656156,116.2621081,39.9399986
530656177,116.2678535,39.9399378
530658268,116.3358087,39.8761187
530658270,116.330808,39.8759348
530658412,116.3281801,39.8758813
530658561,116.3281206,39.8832785
530658574,116.3290639,39.8877179
530658666,116.3301592,39.886794
530658671,116.3365625,39.8867795
530658690,116.3335864,39.8834089
530658786,116.3338782,39.8867688
530658948,116.3379783,39.8724694
530658951,116.34076,39.872361
530658953,116.342652,39.8723817
530659347,116.3403505,39.8671709
530659362,116.3423585,39.8839154
530659490,116.3421001,39.8927246
530659492,116.3421112,39.895704
530659495,116.3422977,39.8958811
530659516,116.3421685,39.8986099
530730306,116.3519968,39.8108432
530730958,116.3377967,39.8064805
530747685,116.4341775,39.9273374
530747695,116.4375611,39.9273161
530750785,116.4078113,39.9624776
533569352,116.3664245,39.9400966
533579996,116.3922785,39.9714103
533580002,116.3955443,39.9714717
533580008,116.3958814,39.9714764
533580510,116.3899336,39.9716898
533580511,116.3899697,39.9703608
533580532,116.3956924,39.9685995
533580553,116.3960285,39.9686104
533583457,116.3856254,39.9668343
533583610,116.3957653,39.9671259
533585194,116.3867476,39.9672971
533585233,116.3856144,39.9672608
533585416,116.377026,39.9671033
533588985,116.3957272,39.9675717
533588988,116.3912818,39.9673983
533592888,116.3870829,39.9671585
533597382,116.3854382,39.9671077
533597397,116.3849362,39.9672374
533597462,116.384954,39.9668094
533597880,116.3857888,39.9670034
533598298,116.3923047,39.9674232
533598306,116.3928927,39.9672996
533598369,116.3931908,39.9671612
533598381,116.3940082,39.9670649
533598503,116.3961023,39.9671346
533598511,116.3960793,39.9675802
533599380,116.3949117,39.9675333
533599452,116.3942262,39.9673545
533599627,116.3966947,39.9671479
533599639,116.3972974,39.9673111
533599641,116.3967912,39.9675949
533600307,116.3978695,39.9672002
533601310,116.4047865,39.967347
533601469,116.4186353,39.9681223
533602685,116.4049347,39.9673424
533603372,116.4049916,39.9678321
533603793,116.407132,39.9674464
533603839,116.4075647,39.9676037
533603852,116.4070322,39.9678464
533603859,116.407571,39.9677137
533603887,116.4081265,39.9676073
533603895,116.4086794,39.967475
533603896,116.4081544,39.9677216
533603912,116.4084834,39.9678569
533604390,116.4198543,39.9679148
533605090,116.4233148,39.9682398
533605092,116.4226404,39.9684126
533605093,116.4197676,39.9681605
533605123,116.4224737,39.9676543
533605608,116.4223287,39.9681032
533605619,116.4229966,39.9679993
533605685,116.4276439,39.968106
533605695,116.4280237,39.9679903
533606292,116.4321752,39.9672481
533606448,116.4317473,39.9673265
533606678,116.4336188,39.9663047
533606680,116.4339535,39.9659085
533606716,116.4347217,39.96525
533606776,116.434121,39.9654592
533606796,116.4264993,39.9679421
533627601,116.4001698,39.9209704
533627646,116.3985874,39.920934
533627648,116.396505,39.9183852
533627660,116.4002726,39.9184813
533627680,116.3987572,39.9184634
533627718,116.3964278,39.91952
533627725,116.3973918,39.9184161
533627742,116.3975372,39.9184243
533627836,116.397381,39.9137976
533627841,116.3976497,39.9160156
533627843,116.3979605,39.916011
533628407,116.4052483,39.9079534
533628571,116.4012249,39.9081952
533628789,116.4005044,39.9082113
533630490,116.4327854,39.8963839
533631512,116.4333512,39.8702889
533634615,116.3604349,39.8955782
533634618,116.3597345,39.892607
533634619,116.3598977,39.8929102
533634622,116.3604855,39.8953211
533634624,116.360314,39.8972232
533645205,116.3583947,39.9149071
533647890,116.3655378,39.9037266
533647891,116.3678701,39.9037448
533648147,116.3775755,39.903785
533648958,116.3826849,39.9006431
533650673,116.3879786,39.9014518
533650827,116.3880402,39.9004767
533651394,116.4054516,39.9022878
533651513,116.4077947,39.9009501
533651768,116.4156914,39.9014019
533651946,116.4121865,39.9028849
533652001,116.4099592,39.9007459
533652025,116.4098236,39.9067319
533654386,116.3939116,39.897654
533655398,116.3837152,39.8848969
533655817,116.3869626,39.8806522
533655828,116.3839534,39.8812652
533655860,116.3869679,39.8813026
533655861,116.3891056,39.8813563
533655891,116.389208,39.8806798
533655912,116.385385,39.8819849
533656332,116.3854094,39.8812713
533656333,116.3854094,39.8805869
533656334,116.3854798,39.8792872
533656338,116.386967,39.8779738
533656605,116.3865735,39.8709324
533657485,116.3682995,39.877144
533657802,116.3644838,39.8771025
533657990,116.3645525,39.8786301
533658002,116.364619,39.881972
533658084,116.3645756,39.8800652
533658145,116.3681089,39.8800528
533658660,116.3680734,39.8744026
533659067,116.3577936,39.8717784
533660435,116.3536199,39.8685837
533660678,116.3557602,39.8717355
533660680,116.3557024,39.8733124
533660683,116.3555279,39.8733097
533660726,116.3478039,39.8723059
534073982,116.5933455,39.9312747
534074165,116.5695317,39.939335
534074374,116.4225539,39.9395997
534074444,116.4257699,39.9411396
534074445,116.4259757,39.9431102
534074446,116.4226079,39.9411245
534074613,116.4228331,39.9351162
534074614,116.4255489,39.9352039
534074615,116.4275366,39.9352734
534075423,116.4257857,39.9178247
534075571,116.4326004,39.9075759
534075573,116.4326261,39.910381
534075678,116.4311742,39.9271075
534076856,116.4492101,39.9351868
534076879,116.4552977,39.9351869
534076913,116.4553013,39.9336981
534076967,116.4525729,39.9399948
534076987,116.4525376,39.9424885
534077058,116.4443264,39.9430149
534077464,116.4608871,39.9242499
534077469,116.4668949,39.9241012
534077746,116.4404149,39.915428
534077783,116.4431341,39.9138478
534077784,116.4403744,39.913823
534079133,116.4785835,39.9196968
534079973,116.4610597,39.8641588
534079987,116.4659431,39.8638527
534079989,116.4712518,39.8634943
534080100,116.4713782,39.874788
534080741,116.5412275,39.8660141
534080759,116.541163,39.8610854
534080775,116.538058,39.8644785
534080776,116.538343,39.8677828
534080777,116.5411213,39.8644287
534080813,116.531816,39.8647212
534080819,116.5251957,39.8649779
534080824,116.5248512,39.8683276
534083607,116.4090407,39.8923244
534084497,116.3933161,39.9015519
534084512,116.3946451,39.9006091
534085707,116.3721324,39.9005371
534112954,116.2822338,39.8317456
534112959,116.2878141,39.8292536
534115363,116.4888401,39.9068949
534115611,116.4897069,39.9099426
534115614,116.4898659,39.9143471
534116152,116.4856212,39.9143327
534116155,116.4898988,39.9144193
534125143,116.4936427,39.8694451
534125217,116.4977826,39.86966
534125238,116.4970042,39.8698146
534128270,116.2692432,39.9164194
534128271,116.2773355,39.9164118
534246031,116.2906045,39.8358613
534246035,116.2813692,39.8349606
534246341,116.2850467,39.8305791
534246345,116.286246,39.835423
534246346,116.2858382,39.8377395
534246517,116.2869358,39.8297101
534246522,116.3315523,39.8297468
534246526,116.3373732,39.8301199
534246531,116.3392753,39.8321698
534246533,116.3394313,39.8403647
534246659,116.2832717,39.8313478
534246661,116.2819777,39.8328513
534246665,116.2804226,39.8394171
534246704,116.2910042,39.8324116
534246705,116.2915871,39.8295854
534246706,116.2916747,39.8308629
534246720,116.2860448,39.8319219
534246725,116.2838772,39.8352089
534246762,116.2908354,39.8346936
534246814,116.2864469,39.8341235
534246815,116.2842889,39.8336039
534246878,116.2842079,39.8295171
534246879,116.2836447,39.8286223
534247251,116.2827453,39.8310052
534247254,116.282294,39.8313945
534247438,116.2746463,39.8259688
534247444,116.2809423,39.8275177
534247498,116.2739865,39.8281659
534247499,116.2770394,39.8286804
534247521,116.2739205,39.8303366
534247522,116.2767694,39.8305537
534247523,116.2793074,39.8307703
534247539,116.2740627,39.8322465
534247540,116.2765085,39.8324312
534247541,116.2785772,39.8326062
534248101,116.279941,39.8291656
534248102,116.2783047,39.8346834
534248156,116.2779544,39.8266746
534248157,116.2784866,39.82561
534248159,116.2838728,39.823713
534248161,116.2836873,39.8262465
534248255,116.2718123,39.8377993
534248401,116.2524904,39.8393558
534248403,116.2474614,39.8413401
534248407,116.2454441,39.8467443
534248434,116.2430693,39.8472453
534248454,116.2453358,39.8502492
534248690,116.2798624,39.8393203
534248823,116.2920882,39.8413411
534248853,116.3070578,39.8295341
534249073,116.3070624,39.8290467
534249078,116.3067223,39.8382699
534249081,116.3068496,39.8401009
534249122,116.3071746,39.8104718
534249123,116.3071708,39.8182009
534249261,116.3070078,39.8182103
534249267,116.3069781,39.8104794
534249640,116.3072753,39.84652
534249654,116.3199528,39.8463824
534249688,116.3151438,39.8466742
534249726,116.3152337,39.8505466
534250145,116.310026,39.8572095
534250146,116.3125912,39.8544074
534250148,116.3162074,39.8505592
534250278,116.2885691,39.8475752
534250508,116.2801284,39.8403806
534250510,116.2895704,39.8435657
534250691,116.2792736,39.8432259
534250710,116.2889516,39.8461656
534250856,116.2795645,39.8414044
534250861,116.2779029,39.8470538
534250868,116.2772776,39.8491435
534250875,116.2791464,39.8410615
534251529,116.2756957,39.8450162
534251749,116.2726685,39.871564
534251752,116.2330674,39.8545638
534251754,116.2364803,39.8547487
534251759,116.2484517,39.858452
534251761,116.2503751,39.8588603
534298515,116.2807499,39.8350395
534298519,116.2807873,39.8348572
534298525,116.2762233,39.8345205
534298864,116.2513665,39.8344888
534298865,116.2513392,39.834414
534298946,116.2510965,39.8346421
534299848,116.2783005,39.8348538
534300442,116.2773329,39.838806
534300466,116.2754783,39.8346218
534300644,116.274897,39.8383146
534301552,116.2667001,39.8337858
534301676,116.2665257,39.835924
534301990,116.2643073,39.8334676
534302114,116.2639529,39.8359939
534302816,116.2840091,39.8436822
534302826,116.2849157,39.8421067
534302828,116.2853842,39.8402804
534303117,116.2812883,39.8417843
534303127,116.2817644,39.8409907
534303140,116.2825031,39.8398421
534303408,116.2950346,39.8376195
534303411,116.2945075,39.8406467
534303507,116.3070871,39.8430758
534303580,116.3141443,39.8430694
534303585,116.3070942,39.8432538
534303617,116.3141958,39.8432671
534303677,116.31422,39.8364563
534303679,116.314007,39.8430695
534303886,116.3149006,39.8466856
534303976,116.3104485,39.8469561
534304029,116.3104347,39.8503807
534304076,116.2992612,39.8488816
534304080,116.3024774,39.8496172
534304254,116.2803525,39.8540146
534304308,116.2878444,39.8540608
534304526,116.2771417,39.8579398
534304537,116.2800785,39.8581214
534304600,116.2827864,39.85828
534304712,116.2832262,39.8577572
534304713,116.2880027,39.8580269
534304805,116.2809999,39.8604461
534304820,116.2774061,39.8604452
534305741,116.2936444,39.8650418
534306060,116.2942328,39.8566168
534306271,116.3023499,39.8655796
534306299,116.3030255,39.8619994
534306574,116.3048554,39.8543783
534306714,116.3100011,39.8545682
534306727,116.3093314,39.856749
534306842,116.3067083,39.8623151
534307194,116.3097679,39.8545074
534307212,116.309725,39.8554306
534307310,116.3045882,39.8552244
534307332,116.303,39.856708
534307404,116.2981197,39.8539224
534307407,116.2980169,39.8566591
534308516,116.3074438,39.8617238
534308667,116.3118865,39.8621156
534309304,116.3111516,39.8566855
534310437,116.3226013,39.8576938
534310469,116.3278514,39.8570324
534310511,116.3351814,39.8565788
534310544,116.3355977,39.8569633
534311905,116.3318421,39.8544943
534311952,116.3301181,39.8569107
534312112,116.3313417,39.8596309
534312481,116.3276158,39.8611195
534312486,116.3249787,39.8611375
534312616,116.329847,39.8717321
534312703,116.3206968,39.8757204
534312721,116.3268243,39.8714197
534312723,116.3220904,39.8714549
534312736,116.3207129,39.8723361
534312740,116.3188706,39.8749966
534312846,116.3114389,39.8828194
534312849,116.3103407,39.8875386
534312880,116.3149364,39.8888342
534312883,116.3145781,39.8897587
534312916,116.3103433,39.88646
534312979,116.2967028,39.8803199
534312987,116.2967308,39.8907021
534313069,116.2967248,39.8884717
534313226,116.296711,39.8833452
534313284,116.293132,39.8833625
534313347,116.2889507,39.8898639
534313463,116.3013902,39.8886012
534313468,116.3013933,39.8925354
534313645,116.2683535,39.8884389
534313681,116.2931364,39.8794233
534313701,116.2931545,39.8883069
534313702,116.2931378,39.8898801
534313710,116.2686257,39.885453
534313776,116.2784164,39.885222
534313788,116.28897,39.8854717
534313791,116.2890579,39.8854664
534313792,116.2931298,39.8853802
534313794,116.2967161,39.8852567
534313921,116.2785633,39.888352
534313997,116.2723282,39.8752643
534314086,116.2586923,39.8883307
534314170,116.2586053,39.8959338
534314215,116.2586473,39.8989805
534314372,116.2587274,39.927812
534314387,116.2586352,39.9062653
534314395,116.2586477,39.9025963
534314405,116.2685986,39.9164337
534543189,116.2104556,39.9544489
534544286,116.3823015,40.0210338
534544287,116.3836887,40.0211609
534545165,116.433741,40.0155076
534545348,116.4356782,40.0309693
534550033,116.5309801,39.8479931
534550280,116.5640215,39.8018582
534550296,116.5376669,39.8240912
534550307,116.5030137,39.8376973
534550335,116.5374364,39.8239662
534550340,116.5612564,39.8045742
534550341,116.5637321,39.8018582
534550468,116.5511948,39.8106705
534550469,116.551195,39.810323
534550470,116.551224,39.8020068
534550576,116.5030738,39.8467259
534550703,116.496585,39.8403797
534550717,116.4927999,39.8407092
534550718,116.5033691,39.8398768
534551712,116.445323,39.7990813
534551730,116.4382122,39.7990918
534554462,116.2797242,39.8040719
534554475,116.2791862,39.7909127
534554504,116.2836852,39.8054386
534554979,116.2945396,39.8056858
534555151,116.2844921,39.8130535
534555156,116.2872304,39.8068178
534555181,116.2873202,39.8068844
534555998,116.215129,39.8553513
534556417,116.2250163,39.8473506
534556652,116.2202103,39.8453109
534556687,116.2229209,39.8464751
534556924,116.2207319,39.8454383
534556928,116.2203904,39.8460471
534558264,116.2046892,39.9025793
534558745,116.2005739,39.9155363
534558910,116.1925259,39.9158683
534571729,116.4090048,39.8907555
534571741,116.4127528,39.8877194
534575220,116.1974023,39.8103178
534575221,116.1986221,39.8110532
534575358,116.203073,39.8293475
534575362,116.2025725,39.8417103
534575364,116.2029087,39.8416819
534575367,116.2031364,39.8426405
534575369,116.2024853,39.84264
534575371,116.2021639,39.8420592
534575376,116.2033531,39.8418883
534586334,116.5948514,39.9083105
537972108,116.3089787,40.0037697
537972620,116.3385441,39.9711334
537972629,116.3385021,39.973972
537972762,116.3496731,39.9665171
537973050,116.3602068,39.9602719
537973064,116.3644603,39.9604988
537973122,116.3414772,39.9521002
537973150,116.3424232,39.952218
537973161,116.344032,39.9503744
537973781,116.3300227,39.9509524
537973855,116.3159625,39.9483561
537973856,116.3123232,39.9480311
537973872,116.3135938,39.9476261
537973873,116.3135263,39.9481394
537973875,116.3132414,39.950331
537974090,116.2884295,39.9589906
537974094,116.2897245,39.9582797
537974144,116.2889619,39.9581499
537974146,116.2897037,39.9569109
537974147,116.2899422,39.9562729
537974149,116.2904483,39.9562025
537974150,116.2905653,39.9563615
537974154,116.2902557,39.9573457
537974170,116.2901888,39.9556459
537974247,116.2873984,39.9568368
537974277,116.2879379,39.9558266
537974283,116.2889637,39.9547517
537974311,116.2886279,39.9558432
537974406,116.2901971,39.9530901
537974518,116.2899006,39.9466805
537974909,116.2834784,39.9449064
537974917,116.2853274,39.9453183
537975269,116.2790241,39.9450385
537975527,116.2796805,39.9454136
537975534,116.2821213,39.9457753
537975578,116.2822137,39.9454297
537975818,116.2797449,39.9450749
537975820,116.2770848,39.9450605
537975877,116.2771473,39.9446215
537975879,116.2770986,39.9451698
537976058,116.2755942,39.945108
537976109,116.2694387,39.9456606
537976153,116.269429,39.9453114
537976173,116.2595483,39.9456987
537976184,116.2605106,39.9557131
537976190,116.2633687,39.9555272
537976191,116.2693402,39.9556246
537976353,116.2627227,39.9457505
537976379,116.2629641,39.949585
537976403,116.2631666,39.9526551
537976412,116.2678657,39.9494998
537976415,116.268838,39.9495081
537976417,116.269441,39.9526765
537976423,116.2679811,39.9526423
537976488,116.2511925,39.9457013
537976506,116.2518841,39.9524536
537976508,116.2516002,39.950006
558558514,116.4071169,39.8731579
563686216,116.2582115,39.9859191
563686266,116.2567858,39.9855526
563686301,116.2489624,39.98099
563686504,116.2749636,39.9771347
567684019,116.2312035,39.8509565
567684024,116.2316274,39.8523451
567834295,116.1799011,39.9368729
567834297,116.1772263,39.9368619
567834313,116.1825845,39.9368833
567834315,116.1851526,39.9368852
567834614,116.2006137,40.0400504
567891652,116.3213845,39.979661
567891657,116.3186834,39.9823435
567891658,116.319039,39.9823586
567891678,116.3189912,39.9839164
567891679,116.318636,39.9833605
567891680,116.319008,39.9833629
567891684,116.3212024,39.9824092
567891688,116.321115,39.9847369
586467040,116.3101119,39.963663
586467043,116.3110938,39.9608105
586467254,116.3174375,39.9555443
586467264,116.3163685,39.9628871
586468343,116.3173922,39.9652351
586468345,116.3179261,39.9644118
586468346,116.3185897,39.9644287
586468353,116.3186384,39.9639496
586468398,116.3210494,39.9640325
586468437,116.3207919,39.9636954
586468614,116.3280933,39.9664184
586468682,116.3281978,39.9660015
586468683,116.3279506,39.9693591
586468961,116.3242782,39.9672591
586469129,116.3148041,39.9657794
586469132,116.3142522,39.9673343
586469246,116.3165366,39.9619851
586469260,116.3183529,39.9620453
586470356,116.3287214,39.9605466
586470725,116.3277875,39.9727212
586470726,116.3276678,39.9751921
586470727,116.3274033,39.9797827
586470733,116.3271843,39.9844738
586470761,116.3268512,39.9913648
586470762,116.3268434,39.9914584
586470764,116.3271771,39.9849791
593586479,116.3148464,39.9920284
593586492,116.3166596,39.9918455
593586552,116.3202487,39.9946571
598404754,116.3683868,39.8914462
598404758,116.3736851,39.8892503
598404759,116.373676,39.8880778
598404760,116.3704231,39.8913783
598404762,116.3703015,39.8967524
598404768,116.3735071,39.8947751
601453053,116.4741349,40.0912809
601456084,116.5146733,40.0201265
604705371,116.3051982,39.8958244
604705408,116.3043714,39.8980013
604705707,116.3041972,39.8980002
604708860,116.3029362,39.8949498
604709051,116.3057019,39.8949614
604716650,116.3040124,39.8925564
604717059,116.3039965,39.8879856
604723347,116.2774229,39.8959104
604746431,116.3045753,39.8860163
604746433,116.3046068,39.8876
604746890,116.304021,39.890188
604747002,116.3013796,39.8901944
604768008,116.307373,39.9062499
604768244,116.3065587,39.9069223
604775360,116.294994,39.8798465
604775370,116.3021388,39.8826112
604775376,116.3022218,39.8828268
604777195,116.3048118,39.881478
604777410,116.3052825,39.882487
604777440,116.3046883,39.8826029
604778452,116.304959,39.8848392
604778458,116.3043845,39.8855261
604778475,116.3044805,39.884662
604780289,116.304027,39.8820362
604780315,116.3045714,39.882162
604781048,116.3038575,39.8830567
604782965,116.3042396,39.8854732
604783883,116.3037095,39.8843633
604783906,116.3043456,39.8840699
604788314,116.3057755,39.8837578
604789035,116.3034954,39.8827216
604789041,116.3037004,39.8826958
604794766,116.3103652,39.8861283
604800430,116.3056171,39.876068
604800433,116.3051838,39.880108
604800450,116.3056358,39.883572
604800941,116.3032189,39.8831378
604801797,116.3033726,39.8840163
604801825,116.3054564,39.8841536
604818078,116.3025719,39.9229508
604818952,116.3038867,39.9239283
604819034,116.3043683,39.92399
604819485,116.3055736,39.9229171
604819544,116.3026394,39.9225647
604819930,116.3038853,39.9216052
604820685,116.304388,39.9215849
604820919,116.3055579,39.9225206
604824910,116.3037523,39.9418866
604824949,116.3037493,39.9420384
604825656,116.303786,39.9403995
604826274,116.3027411,39.9412356
604826279,116.3033117,39.9411552
604827813,116.3056325,39.9405122
604827873,116.3043953,39.9414095
604836424,116.3040323,39.9355333
604836431,116.3042291,39.9355399
604840594,116.2987852,39.9429302
604870877,116.3043892,39.9398874
604871206,116.3055027,39.9402631
604881779,116.3040028,39.9448545
604939189,116.2891984,39.9955713
604939192,116.2955507,39.9732621
604939196,116.3007501,39.9691308
604939208,116.3023385,39.9611844
604939213,116.3023925,39.9609049
604939216,116.3022205,39.96188
