vertex_1,vertex_2,length,haversine
529498379,528868518,227.87,0.2278704060390303
529498379,380747750,150.226,0.1502258500680324
529498460,529498492,239.824,0.2398241388541474
529498460,529498377,201.495,0.20149490017980926
529498460,529500917,781.617,0.6930183902492343
529498480,529498527,122.795,0.12279486469501742
529498480,529498377,150.131,0.150130876385358
529498480,529498509,237.811,0.23781106880125355
529498480,746856358,217.412,0.21741175929986603
529498481,529498527,118.096,0.11809600531071147
529498481,746856583,116.408,0.1164076717635258
529498481,529498510,234.679,0.2346768407979014
529498492,529498460,239.824,0.2398241388541474
529498492,529498508,217.123,0.21712315596476223
529498492,528868518,284.62399999999997,0.28462387580135007
529498508,529498379,286.855,0.2868546571765906
529498508,529498377,240.711,0.24071054208455192
529498508,529498509,148.968,0.14896804996358912
529498508,529498492,217.123,0.21712315596476223
529498509,529498579,119.713,0.11971262337999024
529498509,529498508,148.968,0.14896804996358912
529498509,380747750,290.951,0.2909509294575311
529498509,529498480,237.811,0.23781106880125355
529498510,529498579,122.698,0.1226978893717782
529498510,380747751,298.18,0.29817835627723205
529498510,529498481,234.679,0.2346768407979014
529498527,529498481,118.096,0.11809600531071147
529498527,529498480,122.795,0.12279486469501742
529498527,529498579,237.147,0.23714748652663067
529498579,529498509,119.713,0.11971262337999024
529498579,529498527,237.147,0.23714748652663067
529498579,529498510,122.698,0.1226978893717782
529498579,529498581,294.395,0.29439581360111156
529498581,380747750,118.661,0.11866103379540725
529498581,380747751,123.856,0.12385558220493682
529498581,529498579,294.395,0.29439581360111156
529498948,529499306,244.526,0.2445257456762193
529498948,4257227984,105.826,0.10582399407702325
529498948,1359328870,202.39999999999998,0.2024000127746004
529499306,1359328895,207.849,0.20784893646082883
529499306,529499310,384.022,0.38402194261170897
529499306,529498948,244.526,0.2445257456762193
529499306,528867123,436.63699999999994,0.3185977108755136
529499310,529499306,384.022,0.38402194261170897
529499310,529499704,87.529,0.08752888537576553
529499310,528858544,461.167,0.4611614642580592
529499704,5969593660,111.633,0.11163304585166207
529499704,529499310,87.529,0.08752888537576553
529499704,1359328904,125.044,0.12504446812846712
529499718,5969593660,188.41,0.18840995138404407
529499718,1359328943,126.566,0.12656551462889964
529499718,746856562,156.95499999999998,0.1543193387149179
529499718,5969593664,84.486,0.0844862205680483
529500282,1359328934,10.971,0.010971322100845955
529500282,1359328938,14.393,0.014393143542182577
529500282,1359328901,298.311,0.29831140050993554
529500287,1359328934,117.418,0.11741811716958758
529500287,528868304,243.51299999999998,0.23322352900582133
529500287,528868518,289.98,0.28995869501719335
529500287,2668872027,318.116,0.31806676297340164
529500295,2668872027,83.524,0.08352379042356245
529500917,746856371,13.435,0.013434628222843178
529500917,5184443476,168.186,0.16818565169729338
529500917,529498460,781.617,0.6930183902492343
529501073,746856382,124.604,0.12460401467878782
529501073,529501162,322.83,0.32282958456512345
529501073,5184443476,51.759,0.05175933205299327
529501162,529501165,248.649,0.2486485193780873
529501162,529501073,322.83,0.32282958456512345
529501162,529501278,247.934,0.24793437830004353
529501165,529501162,248.649,0.2486485193780873
529501165,294115251,45.543,0.04554291442192869
529501165,1359329123,260.742,0.26074174213776874
529501278,529501162,247.934,0.24793437830004353
529501278,746856371,318.109,0.31792522388367966
529501278,1359329123,254.06199999999998,0.25315971477512034
529503812,529503979,187.714,0.18771356639494963
529503812,1687193429,41.014,0.04101386375736533
529503812,1687193431,44.502,0.04450151758317641
529503812,1190930382,65.39,0.06538986091688323
529503816,746856644,100.136,0.10013645751235335
529503887,529503893,179.60600000000002,0.17852728879093713
529503887,1406765527,252.14,0.25206576884713877
529503893,529503896,189.955,0.18995483172558078
529503893,529503887,179.60600000000002,0.17852728879093713
529503893,529503979,308.051,0.3073439965001979
529503896,746856358,265.214,0.2652139260683552
529503896,380747654,179.54,0.1795403550375036
529503896,529503893,189.955,0.18995483172558078
529503896,1555184591,230.758,0.22860066425835426
529503979,746856644,49.851,0.04985082173904116
529503979,529503812,187.714,0.18771356639494963
529503979,529503893,308.051,0.3073439965001979
529503991,1555184591,12.654,0.012653798861447959
529503991,530652683,36.135,0.03613450502157934
529503991,321860361,165.176,0.16507843375102219
529504071,746856352,81.446,0.08144624119343055
529504071,1356404915,10.82,0.010820223433024363
529504193,1687193388,104.14,0.10413952088146307
529504193,746856357,36.428,0.0364282058043179
529504193,1356404915,432.33799999999997,0.3740196236205177
529504207,1687193413,17.923,0.01792317906350827
529504207,1687193388,8.376,0.008376151581837061
529504207,528985130,317.252,0.31725223831099525
529504467,529504627,138.105,0.13810485653401997
529504467,1356404882,7.673,0.007672692566954559
529504467,746856652,143.57999999999998,0.143352974272385
529504627,529504467,138.105,0.13810485653401997
529504627,1356404865,343.085,0.34299655114589067
529504627,530652705,601.6150000000001,0.5490694756692495
529504640,1837231416,53.225,0.053224929519147826
529504640,746856375,222.749,0.2227491468916379
529504640,529504641,538.359,0.5383588382455764
529504641,380747751,199.169,0.19916929098188407
529504641,529504640,538.359,0.5383588382455764
529504641,32618834,61.06099999999999,0.061061476824434795
529504641,8266985052,629.8879999999999,0.6298097672143135
529504653,321759271,121.835,0.12176372457588941
529504653,1190950075,266.522,0.26284133499059176
529504654,8266985044,186.054,0.18605294186950566
529505446,746856394,134.384,0.13438368523430227
529505446,6000773365,221.526,0.22152607247817466
529505446,746856622,212.79,0.21279033002296568
529505446,1252032361,38.44,0.03839021472908722
529505448,6002786055,30.832,0.030822846869453892
529505448,1350995961,187.264,0.18713951164913123
529505734,529505950,398.686,0.3963377023631082
529505734,746856340,263.7,0.20707374914513246
529505734,746856328,109.03200000000001,0.10857434304725633
529505744,746856532,244.011,0.24394439312479
529505744,1190930383,278.153,0.27815338513878224
529505835,746856622,38.271,0.03827081763641557
529505835,746856441,337.642,0.3376423897264235
529505835,1350996810,40.619,0.040469285550036344
529505950,6000773371,34.96,0.034959978795105665
529505950,746856517,119.093,0.11909298754990422
529505950,529505734,398.686,0.3963377023631082
529507350,1748322265,7.974,0.007973835260983721
529507350,1687193409,790.991,0.7909911282601495
529507350,1350995995,511.721,0.5117208622366275
529507402,529507412,253.99099999999999,0.2539906415459774
529507402,1829396928,160.76799999999997,0.16076151629450303
529507412,4907044072,91.502,0.09150220759601937
529507412,529507402,253.99099999999999,0.2539906415459774
529507412,1748322265,507.81299999999993,0.5077565686738779
529507561,1359329135,55.142,0.05514164323156652
529507561,529507655,343.378,0.33914574841266903
529507655,1765144968,142.471,0.14247070387222033
529507655,2891558463,240.117,0.24011658545150616
529507656,529507767,435.162,0.4351615127182719
529507656,1356404961,326.955,0.3269548429438192
529507656,2891558463,181.962,0.18196216000245674
529507767,2891558468,164.491,0.1644912353486453
529507767,529507656,435.162,0.4351615127182719
529507767,1687193586,180.511,0.17126081374623128
529507767,1831326470,171.10500000000002,0.17100976510913818
529507768,1831326470,8.069,0.008068995424303848
529507768,529507767,172.196,0.1718200190173004
529507837,529507840,373.707,0.37370651746864425
529507840,529507837,373.707,0.37370651746864425
529507840,1858446987,127.006,0.12695177913729633
529507879,5928236554,129.185,0.1291849409802663
529507879,529509295,142.37400000000002,0.14219873497663357
529507902,701716478,247.969,0.24796927636675403
529507902,5955515398,289.171,0.289169345040295
529507902,529508466,484.11,0.4841100157889677
529507902,1858446997,422.924,0.4220410716372619
529507908,1359329357,15.184,0.015184111589661254
529507908,1359329280,437.273,0.43727336987673565
529508466,5966885367,134.874,0.1348740957276788
529508466,529507902,484.11,0.4841100157889677
529508634,1858447032,8.19,0.008190077319924887
529508634,1359329411,16.512,0.016512237068155376
529508634,1858447029,258.334,0.2583335097126978
529509295,529507840,149.346,0.14934550333293925
529509297,1364078589,10.225,0.010225092953128904
529509297,1858446999,547.318,0.5473182280216582
529509298,529509301,226.832,0.2267227309234651
529509301,1359329421,247.588,0.24758773937552891
529509301,1858447032,588.722,0.5753867686666434
529509302,1359329434,22.428,0.022428420262851512
529509304,701734887,178.376,0.17837624457187615
529509305,528783434,213.412,0.21341224173571582
529509305,610908415,319.24699999999996,0.3184452448696735
529509875,1718994395,14.344,0.014344007792495304
529509875,746502234,9.425,0.009424594590869393
529509875,1359329321,671.6430000000001,0.667131368847016
529509886,1718994395,462.343,0.4623425275116361
529509886,7089656723,297.386,0.29738525945493466
529509886,3061013541,136.10399999999998,0.13385440498837223
529509886,1718994424,173.696,0.17369386889275074
529510427,1718852220,159.977,0.1599765955920694
529510427,1718852216,14.479,0.014479122966677251
529510427,1718852232,37.774,0.03777435634872455
529510725,1858447031,170.207,0.1665881222701705
529510725,1858447038,289.22999999999996,0.28922754306434545
529510725,4376677780,354.78499999999997,0.3196360758088542
529510726,1858447038,11.623,0.011623287240061436
529510726,1858447040,180.82,0.18082049181970095
529510949,1718863768,13.257,0.013257436032857235
529510949,7246842317,8.59,0.008589818523400886
529511519,1718863776,12.495,0.012494767154527122
529511519,2575647258,11.871,0.011870988030376173
529511519,2575677096,225.081,0.2250799172967043
529514215,529536547,171.247,0.17057036082227003
529514215,2056581682,437.85699999999997,0.4177016935536078
529514215,322109950,242.498,0.24239542785249454
529514239,331013844,13.559,0.013559230211630673
529514239,6008392144,245.732,0.24573212301059372
529514239,6008392138,348.534,0.34836657402644233
529514620,529514623,293.585,0.2935847932466941
529514620,726658073,112.28,0.11227957299971013
529514620,726658061,534.175,0.5341493964031553
529514623,529514620,293.585,0.2935847932466941
529514623,529514626,15.58,0.015579563937975174
529514623,529515016,188.18,0.1881799314902948
529514626,1836427346,9.387,0.009386743625389216
529514626,6008257923,310.224,0.31022443907418806
529514635,529514637,11.697,0.011697415288635427
529514635,6008257922,181.606,0.18160637287312306
529514637,1836427348,11.322,0.011322175257543605
529514637,1674351144,166.36,0.16636024980111033
529514637,1674351161,429.515,0.42951473434112303
529514640,1674351159,212.138,0.21213765854292616
529514640,1674351144,320.608,0.3206077952740894
529514640,1674351153,143.201,0.14320111633137225
529514640,1674351152,153.869,0.15386920108263963
529514643,7143263986,172.285,0.17228498860290337
529514643,1674351159,177.232,0.17723162175750426
529514643,529532215,166.307,0.1663069390419079
529514643,529531470,149.437,0.14943718605954645
529514646,529532212,168.542,0.16854157844054612
529514646,529531469,144.068,0.1440680487737899
529514646,1674351158,112.61,0.11261036916124195
529514906,528902445,156.139,0.1560333020972249
529515016,5639582545,668.58,0.3847258757988196
529515016,529514906,328.421,0.3278193705257942
529515873,1744494439,466.939,0.46629574379540223
529515873,754397590,325.192,0.32519256620752945
529519117,529519119,95.914,0.09591381803594427
529519117,529536601,145.465,0.14431198031050355
529519117,2453799081,313.973,0.3092007225162853
529519117,2867844589,122.19300000000001,0.12206797027832136
529519119,529519117,95.914,0.09591381803594427
529519119,529537665,724.097,0.5787077939351578
529519119,2867844577,35.826,0.035628205209294335
529530950,1674351157,95.194,0.09519376358105841
529530950,529531469,162.404,0.1624034984170065
529530950,529534471,200.253,0.20025270897631178
529530954,1674351156,180.771,0.18077143247697386
529530954,7143263988,174.644,0.17464415575918746
529530954,529531470,156.265,0.1562650960550781
529530954,322109949,203.416,0.20341604254524107
529531469,7143263987,239.306,0.2393059209168347
529531469,529514646,144.068,0.1440680487737899
529531469,529530950,162.404,0.1624034984170065
529531470,529531471,179.395,0.1793945334955613
529531470,7143263987,174.662,0.17466170430370426
529531470,529514643,149.437,0.14943718605954645
529531470,529530954,156.265,0.1562650960550781
529531471,529531470,179.395,0.1793945334955613
529531471,1674351159,149.424,0.14942404635391926
529531471,1674351156,154.807,0.15480729707690213
529532212,3587242739,127.565,0.12756534130557198
529532212,296298310,202.28,0.2022797078438509
529532212,529514646,168.542,0.16854157844054612
529532215,529514643,166.307,0.1663069390419079
529532215,1674351154,303.072,0.30307149625607954
529532215,332620896,274.642,0.27464267703611966
529532215,529532217,351.419,0.3514189992447944
529532217,1674351153,29.114,0.029113667459510884
529532217,332621292,307.15200000000004,0.30715164247498355
529532217,529532215,351.419,0.3514189992447944
529534332,529534334,22.306,0.02230565410544788
529534332,296298240,411.916,0.4119155933051628
529534332,2455001918,348.233,0.3482330370989254
529534334,1363518531,567.098,0.5670975434601283
529534334,529534332,22.306,0.02230565410544788
529534334,322110071,979.143,0.9791423659801813
529534364,1359089815,19.979,0.019979030864258722
529534364,1363518531,14.905,0.014904749169546018
529534364,1359089789,378.125,0.37811683529254825
529534471,529530950,200.253,0.20025270897631178
529534471,1674351148,103.005,0.10300530124396029
529534471,1363518532,121.15,0.12115034528383004
529536547,529514215,171.247,0.17057036082227003
529536547,6008389392,288.236,0.2882357346302744
529536547,2056581682,345.35299999999995,0.345305903509307
529536601,296298240,595.303,0.5953034328960449
529536601,529519117,145.465,0.14431198031050355
529536601,4062102620,407.981,0.4039520850483383
529536719,1858572355,8.639,0.008638799542009336
529536719,7257669587,31.291,0.03129108463821474
529536719,1858589457,140.992,0.14061551865294988
529536721,332471716,72.587,0.07258741996275002
529536721,1858572352,26.794,0.02679147101813357
529536931,2735718068,86.236,0.08623607930558647
529536931,2867844577,299.59000000000003,0.2937524429024655
529536931,8155060145,328.697,0.32848655231796275
529537214,529537665,219.336,0.21933599625186012
529537214,2453761052,330.216,0.31870706106775715
529537214,2735718068,115.684,0.11567797569218408
529537661,1231494351,14.787,0.014787414423245392
529537661,2462912834,9.565,0.009565386662011423
529537663,7142360371,192.79,0.19279028174468402
529537663,1231494417,14.839,0.014838874739509445
529537663,529537661,35.643,0.03564272392536946
529537665,529537214,219.336,0.21933599625186012
529537665,1231494417,85.177,0.08517658266535988
529537665,2453761049,140.965,0.13883356476913855
529537665,529519119,724.097,0.5787077939351578
529537779,1231494403,314.663,0.31466281842159766
529537779,2442610100,10.489,0.010488824344875908
529537779,2442592383,267.61800000000005,0.2598594791577345
529537785,4724290526,162.346,0.16234563013604172
529537785,4724379828,250.307,0.2503068246330276
529537785,1231494446,367.636,0.36761620617815427
529538894,1634899800,138.473,0.13847251541107533
529538989,1231494420,236.193,0.23619329682785617
529538989,1231775437,262.658,0.26265816294741573
529538989,4724378399,263.515,0.26282532821631516
529539823,529539973,422.944,0.4229443255501468
529539823,332472309,309.677,0.30932925422486995
529539973,754404303,41.408,0.04140838246881608
529539973,529539823,422.944,0.4229443255501468
529539973,754401419,170.832,0.17083176604403838
529539983,1858572371,63.721000000000004,0.0630922873773839
529539983,4585764491,221.218,0.22100805790989916
529539983,245106651,55.576,0.05510038429111567
529539983,754400757,143.939,0.14322298946197184
529540951,754401602,193.952,0.19395152067135368
529540951,289272231,122.622,0.12135484321842394
529544520,2353962596,28.946,0.02894592530330936
529544520,1360097782,216.28199999999998,0.2160200320106365
529546284,534307310,170.473,0.1704734785195671
529546284,534307332,93.417,0.09341697328266094
529546284,4357242789,277.909,0.27790804980002415
529546284,534306299,595.201,0.5952006366632331
529546286,1719041009,11.391,0.011391324966807797
529546286,1719041012,168.498,0.16849769683736784
529546286,534304308,238.992,0.2389885971932939
529546313,337508811,41.532,0.04153219047353417
529546313,1417716312,374.209,0.37416616137861164
529546599,529547514,13.203,0.013202824145891861
529546599,6341247206,57.311,0.05731137028250533
529546599,529548179,148.113,0.1480931789799766
529546615,1230361083,40.488,0.04048824328879877
529546615,8664623797,67.74,0.0677399504143462
529546632,529546707,414.982,0.4149820318184375
529546632,529546777,16.243,0.016242589832032542
529546632,6341244581,246.852,0.24685179725053344
529546707,6341244584,8.671,0.00867138546731876
529546707,529546632,414.982,0.4149820318184375
529546707,2343532618,284.566,0.28310586104944346
529546717,6590460647,413.962,0.4138813561856189
529546717,321415406,198.988,0.19741452655889674
529546777,529546632,16.243,0.016242589832032542
529546777,529548150,164.489,0.16448906400491808
529546777,529546615,284.33,0.28432971449513333
529546882,529546884,147.699,0.14769906904190397
529546882,529547602,261.673,0.26167342051747605
529546882,1230361044,131.044,0.13104429668505244
529546882,1230360524,128.099,0.12809868750977327
529546884,529546882,147.699,0.14769906904190397
529546884,1230360943,133.863,0.13386327196630257
529546884,337508826,195.964,0.19560527171434203
529546884,1230361044,265.02500000000003,0.19397889299569673
529547513,5086475903,272.08,0.2720782344888373
529547513,534251749,73.143,0.06703367924372922
529547513,296815760,82.551,0.08225884073611921
529547514,529548154,458.847,0.4588469958556907
529547514,529546599,13.203,0.013202824145891861
529547514,529546777,1083.886,1.083767582594957
529547515,5086475903,157.33,0.15733006254528786
529547515,8668810713,299.224,0.29922353203220753
529547515,529547599,405.359,0.40535645300455536
529547599,8668810714,312.749,0.3127488903896407
529547599,529548154,170.999,0.17088241875795057
529547599,529547515,405.359,0.40535645300455536
529547602,529546882,261.673,0.26167342051747605
529547602,529548150,217.668,0.21766757862599304
529547602,529547657,278.395,0.2783945516776667
529547602,8668810714,595.059,0.5950463356701324
529547657,529547602,278.395,0.2783945516776667
529547657,1719130267,18.651,0.0186508823016141
529547809,1869639424,168.668,0.16866849132258155
529547809,529548150,276.264,0.2762643984952029
529548150,529547602,217.668,0.21766757862599304
529548150,529546777,164.489,0.16448906400491808
529548150,8668810688,133.033,0.13303264325709224
529548150,529547809,276.264,0.2762643984952029
529548153,529548154,292.915,0.29291462856269607
529548154,529547514,458.847,0.4588469958556907
529548154,529548153,292.915,0.29291462856269607
529548154,529547599,170.999,0.17088241875795057
529548179,529548575,10.897,0.010897291203166851
529548179,6115735392,362.974,0.3629741906745254
529548575,1637646568,435.659,0.43565853965236884
529548575,1637646577,43.334,0.04333369401237971
529548745,529548757,171.846,0.17184590862303464
529548745,534313997,683.7139999999999,0.6665874022001138
529548757,529548745,171.846,0.17184590862303464
529548757,2302253535,261.977,0.26160184819101057
529548757,529548787,1001.892,0.9313793325940923
529548787,529548575,652.682,0.652682389151428
529548787,529548757,1001.892,0.9313793325940923
529549466,529550257,15.457,0.015456924391777654
529549466,2302253605,307.758,0.3077575023010385
529549590,1771699789,82.636,0.08263607477551733
529549590,1771699785,7.999,0.007999325618504584
529549824,6949733612,19.332,0.019332043060986476
529549824,2302194142,196.848,0.19677022580843936
529550257,1771699798,13.949,0.013949472054654329
529550257,529550258,951.415,0.9514154435246494
529550257,1327779338,630.384,0.6272199149454519
529550258,1938249222,621.078,0.6210783889477633
529550258,2302194139,8.873,0.008873433065318691
529550422,529550258,13.586,0.01358630009972084
529550422,1771699798,949.148,0.9491478413106152
529550740,534314086,9.307,0.009307090786241342
529550740,7434961805,547.7719999999999,0.5473782122859527
529550743,2302253618,406.741,0.4067405352563511
529550743,529550740,10.017,0.01001682584001512
529551187,2302194216,12.15,0.012149570218731887
529551187,358481802,17.624,0.017624422282536877
529552612,3098487768,15.209,0.015209347678972512
529552612,1836655644,11.019,0.011019462165760779
529552617,3098374496,12.752,0.01275184412979188
529552617,6862033018,234.544,0.2345442350462305
529552617,529552612,20.845,0.020844926080949747
529552630,1836655637,8.407,0.008407386939038777
529552630,1296110537,554.188,0.5541880382038706
529552947,1673211024,383.812,0.38381205853810446
529552947,1836655654,412.247,0.4122472061198521
529557412,530653968,30.271,0.030270652134912136
529557412,2115402076,17.214,0.017214309291519462
529557412,6857352991,456.71900000000005,0.4127506381326137
529557419,6857352991,16.586,0.016586020188879776
529557419,726636071,1522.254,1.5071197733318078
529557419,2115402076,457.374,0.41625894054532414
529557621,2199344678,9.07,0.00906994751686492
529557621,2199344677,295.372,0.29537231945039194
529557621,2199344689,206.06,0.20604564169778997
529557626,3784427910,135.469,0.13546913403554056
529557626,4580033561,19.095,0.019095374117653288
529557769,1346474181,43.212,0.043211797495617384
529557769,4580033443,936.022,0.9271310088115919
529557819,530654242,475.304,0.475303910306124
529557819,1229010959,18.363,0.01836341014390406
529557819,8639584175,96.48400000000001,0.09601678211271045
529557820,530653955,105.97299999999998,0.10487977369355828
529557820,7611600784,150.19,0.15019019009710993
529557820,6862003761,94.77699999999999,0.08233168493252489
529558046,1808570591,61.475,0.06147523759428008
529558046,1808570700,746.389,0.6977337456473126
529558364,8718590706,54.975,0.05497532980804332
529558364,1346474196,17.122,0.01712153731931849
529575509,648750538,34.589,0.03458914402183623
529575509,1252069044,73.773,0.07377289278622458
529575509,1872544400,189.57899999999998,0.18869759695370603
529576090,1673211012,11.029,0.011028505747630177
529576090,648080656,370.32,0.37031976673384803
529576090,648084486,393.23,0.3932301043014706
529576092,648749236,220.21,0.22021024829710814
529576092,648749258,200.201,0.20020076152815625
529576092,4614680149,182.733,0.18122317234147917
529631296,1808570713,14.158,0.01415800291758714
529631296,1968232330,430.85,0.4282829256398358
529689716,530642392,52.969,0.0529686236589186
529689716,1679792248,51.863,0.05186346892184671
529690767,325913406,210.708,0.21070813390285714
529690767,754515182,364.80899999999997,0.36480894141515924
529694320,529695125,161.828,0.1618283953525085
529694320,529695673,82.598,0.08259805282916245
529694320,529694970,592.513,0.47488603551035335
529694970,529695126,100.04,0.10004037536854964
529694970,529695125,446.741,0.4467411406936297
529694970,529694320,592.513,0.47488603551035335
529695125,529694970,446.741,0.4467411406936297
529695125,2433585079,121.872,0.12187181513212383
529695125,529694320,161.828,0.1618283953525085
529695126,529694970,100.04,0.10004037536854964
529695126,2433585075,114.657,0.11465729881892142
529695126,331149508,242.443,0.24244309428626212
529695673,1721502190,277.056,0.27705570784524575
529695673,529694320,82.598,0.08259805282916245
529695673,4320871535,222.856,0.22285568940211786
529695673,4320871536,357.94100000000003,0.3149784446591476
529695965,2433585079,88.882,0.0888822392037186
529695965,330842098,547.003,0.547002535240812
529697168,1599591023,10.998,0.010997766777313919
529697168,530642348,164.731,0.16473049655048153
529698928,529698935,68.161,0.06816090783164243
529698928,1861592885,94.588,0.09437979219139665
529698935,1298058551,70.036,0.0700362667212258
529698935,1298058587,1134.651,0.8873769865693573
529699627,245115949,10.442,0.010441776352634338
529699627,1599591031,68.891,0.068884670223176
529699627,754517421,401.84100000000007,0.40181215470391146
529699627,1721502181,73.01599999999999,0.07081912406553618
529700264,4320871536,58.979,0.05887751736555531
529700264,529701631,56.422,0.05611075718194178
529700264,529701032,117.517,0.11745558080465188
529701032,529700264,117.517,0.11745558080465188
529701032,530659516,26.981,0.026891650929453222
529701032,530642361,236.276,0.23443065154517162
529701631,529701634,235.64100000000002,0.2356405800914386
529701631,529700264,56.422,0.05611075718194178
529701631,4320871909,126.99799999999999,0.12699580593036497
529701634,529701631,235.64100000000002,0.2356405800914386
529701634,331149508,207.30800000000002,0.20730763300826507
529701634,2433585053,112.488,0.1124886136046811
529708788,529969845,11.709,0.011709093421668879
529708788,1840794438,306.943,0.30694286942023064
529708865,1790295821,7.376,0.007375550261172388
529708865,8672172752,64.249,0.06424864466544143
529961069,1357027813,156.533,0.15653323052421356
529961069,529961292,705.7139999999999,0.705708356904809
529961069,5128186652,1400.7109999999998,0.996740025827559
529961292,2822075493,96.267,0.09626703862051221
529961292,339581689,121.549,0.12154864609813741
529961292,529961069,705.7139999999999,0.705708356904809
529961304,2407503609,42.838,0.04283778434659226
529961304,2123272223,165.377,0.16537676202484783
529961304,1226476995,532.838,0.5208250730339801
529961317,1226476889,63.986,0.06398561910650963
529961317,529961522,96.546,0.09654649627094908
529961317,529961320,166.67200000000003,0.16663969562566106
529961320,529961317,166.67200000000003,0.16663969562566106
529961320,1226476757,140.957,0.13241268059099084
529961320,700759134,234.672,0.23328954451864847
529961332,529961429,273.961,0.2739614044137893
529961332,2123313571,160.461,0.16046072660885877
529961332,1226476889,221.95600000000002,0.21949225324295757
529961332,1226476931,1040.009,0.8584737160188025
529961353,1226476676,325.69,0.32569008253737525
529961353,529961617,276.376,0.2763754538537389
529961353,8602462359,304.95,0.29788412275449816
529961429,1226476676,177.58,0.17758045831425678
529961429,529961332,273.961,0.2739614044137893
529961429,1226477190,296.977,0.2967164011995703
529961429,1226476931,818.5459999999999,0.8183886439777527
529961522,1226476995,191.18,0.19117997599377473
529961522,529961317,96.546,0.09654649627094908
529961522,2123313374,66.89999999999999,0.06689993538907851
529961615,529961617,317.761,0.3177609668302005
529961615,1226477190,196.301,0.1963010214005092
529961615,1226476676,253.202,0.25319918443469297
529961615,2122323076,371.574,0.3715674773811418
529961617,529961615,317.761,0.3177609668302005
529961617,529961353,276.376,0.2763754538537389
529961617,2123272227,449.456,0.4494561047156563
529961808,528601360,406.59,0.40659043894813934
529961808,339578715,430.651,0.4306506670375444
529961808,701719690,144.055,0.14405456809614073
529961808,4456260343,623.463,0.5313423724455313
529961809,339578794,300.787,0.30078697444466623
529961809,1734326740,16.902,0.01690243328935075
529961809,701719688,327.798,0.32779817596796973
529961810,6520501868,217.217,0.21721638938957677
529961810,1734326783,838.124,0.5855049383187959
529961810,6520501877,211.489,0.21148961596576202
529962052,1647627672,7.465,0.007464850818062425
529962052,607866513,143.444,0.14344409753115814
529962053,1851806795,743.627,0.7436269201463868
529962053,1341097592,275.133,0.27513317074016197
529962053,1341097574,229.535,0.2295351666493956
529962053,3239803506,534.876,0.5248549474828409
529962096,1647627677,8.589,0.008589105788757762
529962096,2500614389,220.438,0.22043760365888554
529962260,7383756034,100.3,0.10030024571859378
529962260,701038969,646.733,0.6465338695577341
529962262,1933091337,79.035,0.07903548820560408
529962262,1419150031,94.32000000000001,0.09349826860040414
529962264,529962262,96.051,0.09605080238221887
529962264,1419150031,9.933,0.009932515775237332
529962264,529962267,109.192,0.10913811824932952
529962267,529962784,180.756,0.18075595672211048
529962267,2500614397,355.559,0.3555592652181037
529962267,529962264,109.192,0.10913811824932952
529962581,529962784,353.947,0.3539471281887466
529962581,2500614397,238.957,0.23895612336910393
529962784,2620930520,49.484,0.0494838794574709
529962784,529962267,180.756,0.18075595672211048
529962784,529962581,353.947,0.3539471281887466
529962909,607870191,286.733,0.2867331790617396
529963024,274599275,460.298,0.46029827986509886
529963024,701059135,269.288,0.26928773059913275
529963024,6488326477,320.444,0.3204423221587724
529963024,8106090428,140.645,0.1406426269635137
529963055,8106090428,189.942,0.18994164865996777
529963055,1296953559,218.859,0.21885874228656793
529963055,423801908,460.019,0.4600189228028547
529963055,701059412,237.37099999999998,0.23680349191119915
529963076,529963098,22.055,0.02205509806064081
529963076,3456955018,225.363,0.22536270415755152
529963076,291299001,463.406,0.46340606075646096
529963098,529963076,22.055,0.02205509806064081
529963098,1296953559,120.057,0.12005737982951371
529963098,1297030652,162.463,0.1619671905136305
529963103,607869667,295.694,0.29569366468423786
529963103,4373198521,313.668,0.31366822966636737
529963103,6488326386,12.308,0.012308420085792804
529963326,3456955018,188.591,0.1885909867829473
529963326,8106090478,126.985,0.12698524968732605
529963326,6488326386,815.662,0.8149105380627044
529963326,3457584993,421.049,0.4210484306793858
529963331,8106090481,234.488,0.23448788607266396
529963331,529963345,519.217,0.5191483926636379
529963331,2498079484,486.13700000000006,0.4861366907456369
529963331,529963332,465.232,0.4652296237059467
529963332,291299661,546.603,0.5466027079097251
529963332,529963334,345.926,0.3459253273950619
529963332,529963331,465.232,0.4652296237059467
529963332,2498079482,488.81600000000003,0.48881608354231265
529963334,529963396,560.029,0.5600287755938326
529963334,2550271232,255.98700000000002,0.2559873123928891
529963334,1420010743,377.858,0.377857291300205
529963334,529963332,345.926,0.3459253273950619
529963338,269487136,459.938,0.45993825245358677
529963338,2498079484,8.42,0.008419549041733781
529963345,291299372,20.401,0.02040061117477815
529963345,291299661,464.469,0.4644687738387539
529963345,529963331,519.217,0.5191483926636379
529963396,529963334,560.029,0.5600287755938326
529963396,1420010746,352.743,0.35274259776298794
529963462,5273113987,243.885,0.24388469853659048
529963462,529963463,457.008,0.45700804045128535
529963462,529963467,334.779,0.3347791428265964
529963462,4990243537,255.953,0.25595252566686344
529963463,529963464,714.19,0.7141903784798648
529963463,529963462,457.008,0.45700804045128535
529963463,5273113946,102.124,0.10212350410472223
529963463,529963466,332.841,0.33277646615201134
529963464,4685287122,435.945,0.4359448672563399
529963464,529963463,714.19,0.7141903784798648
529963464,1420010747,334.759,0.33475924333770496
529963464,701038957,336.72299999999996,0.3366763387351596
529963465,605040400,276.978,0.27697841469918444
