n,cost,execution_time
1,0.000141,0.000087
2,0.000365,0.000024
3,0.000726,0.000110
4,0.000949,0.000025
5,0.001091,0.000022
6,0.001232,0.000027
7,0.001432,0.000105
8,0.002153,0.000033
9,0.002469,0.000101
10,0.003197,0.000081
11,0.003645,0.000056
12,0.004057,0.000157
13,0.005803,0.000033
14,0.006228,0.000089
15,0.006328,0.000148
16,0.006998,0.000054
17,0.007498,0.000133
18,0.007781,0.000158
19,0.008142,0.000056
20,0.008283,0.000024
21,0.008283,0.000024
22,0.008383,0.000118
23,0.008383,0.000022
24,0.008607,0.000023
25,0.008707,0.000024
26,0.008990,0.000169
27,0.009390,0.000168
28,0.009390,0.000021
29,0.009706,0.000116
30,0.009806,0.000022
31,0.010253,0.000219
32,0.011059,0.000092
33,0.011472,0.000029
34,0.011695,0.000067
35,0.011895,0.000026
36,0.012212,0.000138
37,0.012412,0.000021
38,0.013020,0.000031
39,0.013220,0.000054
40,0.013580,0.000037
41,0.013804,0.000051
42,0.013904,0.000023
43,0.014512,0.000115
44,0.015318,0.000037
45,0.015418,0.000025
46,0.015518,0.000023
47,0.015718,0.000027
48,0.017047,0.000064
49,0.017459,0.000157
50,0.017820,0.000144
51,0.018043,0.000141
52,0.018143,0.000027
53,0.018367,0.000140
54,0.018367,0.000021
55,0.018367,0.000020
56,0.018814,0.000058
57,0.019038,0.000028
58,0.019179,0.000025
59,0.019279,0.000023
60,0.019279,0.000023
61,0.019692,0.000108
62,0.019692,0.000021
63,0.020008,0.000155
64,0.020608,0.000076
65,0.020708,0.000022
66,0.021068,0.000031
67,0.021796,0.000104
68,0.022244,0.000031
69,0.022344,0.000022
70,0.022544,0.000129
71,0.022685,0.000054
72,0.022885,0.000022
73,0.023395,0.000034
74,0.023678,0.000021
75,0.023901,0.000245
76,0.024001,0.000022
77,0.024318,0.000065
78,0.024318,0.000021
79,0.024765,0.000062
80,0.024965,0.000025
81,0.025265,0.000113
82,0.025365,0.000025
83,0.025465,0.000024
84,0.025688,0.000173
85,0.025912,0.000089
86,0.025912,0.000021
87,0.026312,0.000082
88,0.026536,0.000023
89,0.027046,0.000112
90,0.027773,0.000042
91,0.027915,0.000024
92,0.028198,0.000174
93,0.028698,0.000083
94,0.028921,0.000024
95,0.029021,0.000024
96,0.029882,0.000136
97,0.030082,0.000024
98,0.030382,0.000143
99,0.030682,0.000189
100,0.030782,0.000025
101,0.030982,0.000023
102,0.031265,0.000041
103,0.031406,0.000154
104,0.032134,0.000042
105,0.032275,0.000025
106,0.032375,0.000064
107,0.032517,0.000027
108,0.032717,0.000024
109,0.032858,0.000101
110,0.033271,0.000200
111,0.033670,0.000209
112,0.033894,0.000135
113,0.034118,0.000210
114,0.034656,0.000150
115,0.035661,0.000095
116,0.036108,0.000086
117,0.036208,0.000027
118,0.036569,0.000064
119,0.036793,0.000166
120,0.036993,0.000024
121,0.037393,0.000186
122,0.050511,0.000046
123,0.050958,0.000064
124,0.051739,0.000055
125,0.051739,0.000019
126,0.051839,0.000025
127,0.052039,0.000025
128,0.052355,0.000076
129,0.052555,0.000023
130,0.052655,0.000031
131,0.052955,0.000055
132,0.053588,0.000093
133,0.053688,0.000024
134,0.053888,0.000050
135,0.054204,0.000246
136,0.054616,0.000110
137,0.055199,0.000054
138,0.055482,0.000087
139,0.055895,0.000064
140,0.056095,0.000023
141,0.056823,0.000174
142,0.057023,0.000024
143,0.057123,0.000023
144,0.057264,0.000070
145,0.057364,0.000061
146,0.057588,0.000023
147,0.058000,0.000222
148,0.058316,0.000111
149,0.058516,0.000041
150,0.058832,0.000111
151,0.059056,0.000023
152,0.059777,0.000026
153,0.059777,0.000023
154,0.059877,0.000023
155,0.060387,0.000223
156,0.060487,0.000024
157,0.060628,0.000098
158,0.061167,0.000092
159,0.061167,0.000021
160,0.061308,0.000026
161,0.061450,0.000024
162,0.061550,0.000021
163,0.061650,0.000022
164,0.061966,0.000113
165,0.062190,0.000147
166,0.062550,0.000218
167,0.064350,0.000052
168,0.064574,0.000022
169,0.064774,0.000022
170,0.064915,0.000022
171,0.064915,0.000021
172,0.065415,0.000187
173,0.065557,0.000025
174,0.065698,0.000191
175,0.066237,0.000140
176,0.066460,0.000145
177,0.066602,0.000027
178,0.066702,0.000022
179,0.066902,0.000022
180,0.067349,0.000063
181,0.067349,0.000020
182,0.067490,0.000023
183,0.067690,0.000023
184,0.067832,0.000023
185,0.067932,0.000022
186,0.068032,0.000024
187,0.068032,0.000019
188,0.068032,0.000019
189,0.068172,0.000056
190,0.068172,0.000017
191,0.068314,0.000085
192,0.068614,0.000190
193,0.068714,0.000153
194,0.069030,0.000223
195,0.069330,0.000104
196,0.069938,0.000044
197,0.070038,0.000024
198,0.070038,0.000019
199,0.070138,0.000271
200,0.070238,0.000028
201,0.070462,0.000219
202,0.070685,0.000191
203,0.071210,0.000089
204,0.071493,0.000065
205,0.072493,0.000104
206,0.072940,0.000046
207,0.073387,0.000273
208,0.073925,0.000113
209,0.074238,0.000172
210,0.074638,0.000107
211,0.074738,0.000022
212,0.075021,0.000023
213,0.075337,0.000190
214,0.075560,0.000216
215,0.075784,0.000024
216,0.076008,0.000100
217,0.076324,0.000154
218,0.076424,0.000021
219,0.076924,0.000195
220,0.077631,0.000189
221,0.077855,0.000271
222,0.077955,0.000023
223,0.078815,0.000040
224,0.079175,0.000202
225,0.079685,0.000232
226,0.080098,0.000138
227,0.080321,0.000105
228,0.080521,0.000024
229,0.080837,0.000150
230,0.080937,0.000024
231,0.081237,0.000107
232,0.081237,0.000020
233,0.081520,0.000124
234,0.085696,0.000071
235,0.090329,0.000186
236,0.090429,0.000022
237,0.090429,0.000020
238,0.090529,0.000027
239,0.164640,0.000034
240,0.164782,0.000025
241,0.165194,0.000103
242,0.165336,0.000056
243,0.165536,0.000272
244,0.165836,0.000126
245,0.166248,0.000086
246,0.166472,0.000106
247,0.166788,0.000172
248,0.167790,0.000099
249,0.167931,0.000024
250,0.168431,0.000100
251,0.169149,0.000091
252,0.169649,0.000087
253,0.169873,0.000122
254,0.170513,0.000060
255,0.170796,0.000135
256,0.170896,0.000027
257,0.171196,0.000037
258,0.171419,0.000166
259,0.171619,0.000234
260,0.171619,0.000021
261,0.171819,0.000024
262,0.172319,0.000246
263,0.172659,0.000121
264,0.172800,0.000270
265,0.173116,0.000282
266,0.174559,0.000241
267,0.174859,0.000102
268,0.174959,0.000030
269,0.174959,0.000027
270,0.175059,0.000031
271,0.175282,0.000034
272,0.175282,0.000024
273,0.176044,0.000030
274,0.176044,0.000021
275,0.176044,0.000017
276,0.176327,0.000028
277,0.176468,0.000026
278,0.176468,0.000020
279,0.177139,0.000061
280,0.177586,0.000334
281,0.177786,0.000100
282,0.177786,0.000022
283,0.178102,0.000210
284,0.178385,0.000024
285,0.179210,0.000063
286,0.179351,0.000025
287,0.179764,0.000126
288,0.179987,0.000048
289,0.180708,0.000068
290,0.181025,0.000254
291,0.181307,0.000265
292,0.181531,0.000027
293,0.181847,0.000166
294,0.182742,0.000062
295,0.183596,0.000148
296,0.183820,0.000107
297,0.184136,0.000068
298,0.184236,0.000027
299,0.184552,0.000148
300,0.184552,0.000023
301,0.184868,0.000095
302,0.185368,0.000286
303,0.185592,0.000022
304,0.185692,0.000021
305,0.185692,0.000020
306,0.186008,0.000091
307,0.186421,0.000100
308,0.186644,0.000163
309,0.186960,0.000087
310,0.188004,0.000028
311,0.188204,0.000020
312,0.188487,0.000228
313,0.188787,0.000322
314,0.188929,0.000020
315,0.188929,0.000021
316,0.189245,0.000082
317,0.189445,0.000026
318,0.189445,0.000020
319,0.189805,0.000204
320,0.189947,0.000021
321,0.190359,0.000158
322,0.190359,0.000020
323,0.190675,0.000043
324,0.190775,0.000028
325,0.191075,0.000034
326,0.191275,0.000021
327,0.191275,0.000019
328,0.191592,0.000176
329,0.193068,0.000053
330,0.193351,0.000074
331,0.193551,0.000053
332,0.194595,0.000322
333,0.194595,0.000021
334,0.194736,0.000022
335,0.194878,0.000024
336,0.195101,0.000162
337,0.195418,0.000323
338,0.195928,0.000099
339,0.196028,0.000023
340,0.196128,0.000173
341,0.196540,0.000134
342,0.196940,0.000105
343,0.197040,0.000021
344,0.197711,0.000032
345,0.197852,0.000024
346,0.197994,0.000208
347,0.200018,0.000028
348,0.200418,0.000235
349,0.200918,0.000033
350,0.201118,0.000024
351,0.201566,0.000099
352,0.201789,0.000147
353,0.202201,0.000158
354,0.202785,0.000132
355,0.203101,0.000109
356,0.203513,0.000277
357,0.203813,0.000108
358,0.203913,0.000024
359,0.204274,0.000028
360,0.204274,0.000019
361,0.206829,0.000035
362,0.206829,0.000019
363,0.207145,0.000305
364,0.234417,0.000034
