num_requests_matched,cost,execution_time
1,0.0015014649834483862,0.5591799477115273
2,0.0016417297010775656,0.5648990776389837
3,0.0018400939588900656,0.5573695581406355
4,0.0018400939588900656,0.5615231469273567
5,0.001980358676519245,0.5576087217777967
6,0.002079540805425495,0.5591182238422334
7,0.002079540805425495,0.5571947861462831
8,0.002277905063237995,0.5625335508957505
9,0.002277905063237995,0.558228681795299
10,0.002377087192144245,0.5659848270006478
11,0.002575451449956745,0.5601746058091521
12,0.002674633578862995,0.5592763563618064
13,0.0028964115626877174,0.5566808357834816
14,0.00331275568169076,0.5618199040181935
15,0.0035345336655154824,0.5584241128526628
16,0.003674798383144662,0.5608039340004325
17,0.003815063100773841,0.5607506441883743
18,0.003815063100773841,0.5577373681589961
19,0.004036841084598564,0.5556970522738993
20,0.004258619068423286,0.5542956576682627
21,0.004357801197329536,0.5565122910775244
22,0.0044980659149587154,0.5540857082232833
23,0.005035721755120903,0.5610954826697707
24,0.005396508233388886,0.5545629719272256
25,0.005756244499934837,0.5606329767033458
26,0.006430108362110332,0.5575913330540061
27,0.006628472619922832,0.5605469760484993
28,0.006992451526457444,0.5540173137560487
29,0.007994955085450783,0.5620925053954124
30,0.008216733069275506,0.5569662866182625
31,0.008531601619324647,0.5587917128577828
32,0.008729965877137147,0.5579399331472814
33,0.008729965877137147,0.5648491480387747
34,0.009050854263477959,0.5605463590472937
35,0.009459792650886811,0.5606607971712947
36,0.009777055311133154,0.5624108840711415
37,0.010097943697473966,0.5542919719591737
38,0.010954247656627558,0.5608233520761132
39,0.011267889072769322,0.5574501720257103
40,0.011267889072769322,0.5624335808679461
41,0.011466253330581822,0.5588218430057168
42,0.011565435459488072,0.5660695848055184
43,0.011787213443312794,0.5593764940276742
44,0.011886395572219044,0.5615150281228125
45,0.012169635243481025,0.5599218257702887
46,0.012367999501293525,0.5608029351569712
47,0.012573993153637275,0.5574048650451005
48,0.012714257871266454,0.5650585507974029
49,0.01321398321306333,0.557839437853545
50,0.01331316534196958,0.5614726729691029
51,0.01331316534196958,0.5589964129030704
52,0.01341234747087583,0.5575838969089091
53,0.013729610131122172,0.5674067381769419
54,0.013828792260028422,0.5573203889653087
55,0.01410932169528678,0.5615740469656885
56,0.014466927939793095,0.5571676688268781
57,0.014692124357679859,0.5611361400224268
58,0.014890488615492359,0.5585441710427403
59,0.014989670744398609,0.5636820569634438
60,0.015350457222666591,0.5569815882481635
61,0.015350457222666591,0.563266169745475
62,0.01563643233384937,0.5594237772747874
63,0.01573561446275562,0.564753380138427
64,0.015937793417833745,0.5587022942490876
65,0.016604842094238847,0.563070178963244
66,0.01682662007806357,0.5601972029544413
67,0.01710714951332193,0.5595028917305171
68,0.01720633164222818,0.5586358397267759
69,0.01750387802894693,0.5605578562244773
70,0.01750387802894693,0.562215265352279
71,0.017644142746576108,0.5596794248558581
72,0.017869339164462872,0.5608722800388932
73,0.017968521293369122,0.5563630941323936
74,0.0182544964045519,0.5635590949095786
75,0.01839476112218108,0.5604244219139218
76,0.01853502583981026,0.5635910229757428
77,0.01853502583981026,0.5608674441464245
78,0.01867529055743944,0.5669705802574754
79,0.01881555527506862,0.5601461920887232
80,0.01881555527506862,0.5659435200504959
81,0.01881555527506862,0.5602630181238055
82,0.019356758522917517,0.564593035262078
83,0.019555122780730017,0.5619384180754423
84,0.019915909258998,0.5659060669131577
85,0.019915909258998,0.5596855320036411
86,0.02001509138790425,0.5613663801923394
87,0.02001509138790425,0.5623256079852581
88,0.0201142735168105,0.5617219437845051
89,0.020312637774623,0.5654489481821656
90,0.020593167209881358,0.5585790411569178
91,0.02081494519370608,0.5663281246088445
92,0.02135546234785579,0.5607872130349278
93,0.02149572706548497,0.5613131248392165
94,0.02159490919439122,0.5592530188150704
95,0.021816687178215943,0.5689869588240981
96,0.021956951895845123,0.5589820011518896
97,0.022097216613474302,0.5632012579590082
98,0.022520716724102385,0.5592378247529268
99,0.022742494707927108,0.560404981020838
100,0.022841676836833358,0.5601827427744865
101,0.022940858965739608,0.5630765068344772
102,0.023337587481364608,0.5603830185718834
103,0.023436769610270858,0.559056434314698
104,0.023801806441042572,0.5612087557092309
105,0.023900988569948822,0.5603479552082717
106,0.024324488680576906,0.5643970561213791
107,0.024688467587111518,0.5621697413735092
108,0.024787649716017768,0.5573816797696054
109,0.024886831844924018,0.5613847491331398
110,0.025027096562553197,0.5680405972525477
111,0.025328457646537572,0.5593550531193614
112,0.02560898708179593,0.5639727739617229
113,0.02570816921070218,0.5572319561615586
114,0.026120809430722147,0.5625395011156797
115,0.026322988385800272,0.5601193299517035
116,0.026422170514706522,0.5630678720772266
117,0.0265624352323357,0.5594899361021817
118,0.026784213216160424,0.5637624920345843
119,0.026784213216160424,0.5587877030484378
120,0.026982577473972924,0.5635743229649961
121,0.027122842191602103,0.5609365752898157
122,0.027222024320508353,0.5614647171460092
123,0.027362289038137533,0.561628274153918
124,0.027584067021962255,0.558411352802068
125,0.027727054577553645,0.5635991981253028
126,0.028222965222084895,0.5582090532407165
127,0.028322147350991145,0.5611519869416952
128,0.029047942982288077,0.5575745701789856
129,0.029147125111194327,0.5571191543713212
130,0.029250121937366202,0.5580595820210874
131,0.029547668324084952,0.565851136110723
132,0.029547668324084952,0.5600979751907289
133,0.029852844105334952,0.5635571819730103
134,0.030212580371880904,0.5579914590343833
135,0.03062522059190087,0.5594181199558079
136,0.03062522059190087,0.5551783721894026
137,0.03072440272080712,0.5624709217809141
138,0.031025763804791495,0.558012505993247
139,0.031124945933697745,0.560853149741888
140,0.03134672391752247,0.5604885639622808
141,0.0317971329059219,0.5564493420533836
142,0.03233974594331812,0.561533919069916
143,0.0324800106609473,0.5572919198311865
