n,cost,run_time
1,0.000316228,2.53947
2,0.000899323,4.52e-06
3,0.00225947,4.06e-06
4,0.00245947,4.28e-06
5,0.00268308,4.3e-06
6,0.00278308,4.61e-06
7,0.00318308,4.19e-06
8,0.00328308,4.24e-06
9,0.00400419,4.04e-06
10,0.00422779,4.52e-06
11,0.0044514,4.15e-06
12,0.00517941,4.23e-06
13,0.00517941,4.399e-06
14,0.00560368,4.14e-06
15,0.00716573,4.04e-06
16,0.00726573,4.45e-06
17,0.00834276,4.21e-06
18,0.00875507,4.649e-06
19,0.00885507,4.64e-06
20,0.00905507,4.57e-06
21,0.00959359,4.55e-06
22,0.00959359,4.23e-06
23,0.00981719,4.151e-06
24,0.0105452,4.46e-06
25,0.0105452,4.29e-06
26,0.0106452,4.47e-06
27,0.0106452,4.38e-06
28,0.0117766,4.24e-06
29,0.0123151,4.39e-06
30,0.0125151,4.4e-06
31,0.0138752,4.26e-06
32,0.0140167,4.33e-06
33,0.0141167,4.6e-06
34,0.014529,4.38e-06
35,0.015929,4.36e-06
36,0.0163762,4.54e-06
37,0.0167762,4.22e-06
38,0.0195057,3.899e-06
39,0.0196057,4.68e-06
40,0.0198057,4.21e-06
41,0.0200293,4.409e-06
42,0.0204416,4.22e-06
43,0.0207416,4.39e-06
44,0.0207416,4.629e-06
45,0.0243471,3.91e-06
46,0.0245707,4.27e-06
47,0.0245707,4.769e-06
48,0.0246707,4.38e-06
49,0.0247707,4.42e-06
50,0.0248707,4.47e-06
51,0.0249707,4.65e-06
52,0.0251707,4.809e-06
53,0.0253121,4.85e-06
54,0.0254536,4.6e-06
55,0.0255536,4.47e-06
56,0.0259659,4.56e-06
57,0.0262487,4.429e-06
58,0.0264487,4.8e-06
59,0.0264487,4.82e-06
60,0.0268093,4.24e-06
61,0.0278093,4.47e-06
62,0.0285164,4.39e-06
63,0.0288326,4.26e-06
64,0.0291155,4.54e-06
65,0.0293155,4.96e-06
66,0.0295155,4.58e-06
67,0.0300986,4.57e-06
68,0.0303222,4.61e-06
69,0.0308607,4.45e-06
70,0.0309607,4.43e-06
71,0.0310607,4.96e-06
72,0.0311607,4.9e-06
73,0.0313021,4.74e-06
74,0.0314021,4.57e-06
75,0.0315435,4.409e-06
76,0.0316435,4.84e-06
77,0.0317849,4.62e-06
78,0.0321455,4.42e-06
79,0.0325698,4.439e-06
80,0.0328526,4.62e-06
81,0.0332132,4.68e-06
82,0.033884,4.31e-06
83,0.034084,4.55e-06
84,0.0345082,4.479e-06
85,0.0350739,4.35e-06
86,0.0351739,4.37e-06
87,0.0356838,4.46e-06
88,0.0357838,4.17e-06
89,0.0359838,4.42e-06
90,0.0368441,4.49e-06
91,0.0376056,4.63e-06
92,0.0383672,4.32e-06
93,0.0387278,4.29e-06
94,0.0396497,4.269e-06
95,0.040062,4.45e-06
96,0.040162,4.85e-06
97,0.0403856,1.215e-05
98,0.0409242,4.56e-06
99,0.041207,4.55e-06
100,0.0413484,4.68e-06
101,0.0416484,4.83e-06
102,0.0462658,4.2e-06
103,0.0463658,4.63e-06
104,0.0471468,4.39e-06
105,0.0480688,4.27e-06
106,0.0480688,4.48e-06
107,0.0480688,4.349e-06
108,0.0490983,4.42e-06
109,0.0491983,4.56e-06
110,0.0492983,4.63e-06
111,0.0498983,4.429e-06
112,0.0501219,4.49e-06
113,0.0506219,4.41e-06
114,0.0510342,4.38e-06
115,0.0514585,4.46e-06
116,0.0518191,4.549e-06
117,0.0524899,4.54e-06
118,0.0529022,4.24e-06
119,0.0530436,4.47e-06
120,0.0534908,4.28e-06
121,0.0536322,4.36e-06
122,0.0538322,4.42e-06
123,0.0542565,4.2e-06
124,0.0550811,4.21e-06
125,0.0551811,4.7e-06
126,0.0552811,4.74e-06
127,0.0558468,4.339e-06
128,0.0560468,4.52e-06
129,0.0587625,9.59e-06
130,0.0594696,4.4e-06
131,0.0596696,4.56e-06
132,0.0596696,5.28e-06
133,0.0600302,4.69e-06
134,0.0605302,4.85e-06
135,0.0605302,4.89e-06
136,0.0614789,4.75e-06
137,0.0616789,4.78e-06
138,0.0623192,4.369e-06
139,0.0626192,4.759e-06
140,0.0627606,4.67e-06
141,0.062902,4.62e-06
142,0.0658702,4.9e-06
143,0.0660702,4.59e-06
144,0.0661702,4.64e-06
145,0.0663938,4.42e-06
146,0.0664938,4.28e-06
147,0.066941,4.66e-06
148,0.0673882,4.12e-06
149,0.0677045,4.63e-06
150,0.0679045,5.04e-06
151,0.0683168,4.79e-06
152,0.0692387,3.93e-06
153,0.0698712,4.64e-06
154,0.070542,4.29e-06
155,0.0714854,4.96e-06
156,0.0716268,4.91e-06
157,0.0718268,4.69e-06
158,0.0721097,4.58e-06
159,0.0723097,4.92e-06
160,0.0729421,4.7e-06
161,0.0729421,4.36e-06
162,0.0748289,5.23e-06
163,0.0752289,4.63e-06
164,0.0755451,4.49e-06
165,0.0761282,4.329e-06
166,0.0763518,5e-06
167,0.0772121,4.76e-06
168,0.0807235,4.58e-06
169,0.0810397,4.46e-06
170,0.0816228,4.73e-06
171,0.0817642,4.64e-06
172,0.0827076,4.56e-06
173,0.0840115,4.6e-06
174,0.0846115,4.549e-06
175,0.0847529,4.64e-06
176,0.0861847,4.5e-06
177,0.0869127,4.48e-06
178,0.087325,4.98e-06
179,0.0876856,4.65e-06
180,0.0879856,4.42e-06
181,0.0879856,4.909e-06
182,0.0884098,4.58e-06
183,0.0886334,4.68e-06
184,0.0887334,4.82e-06
185,0.0891806,4.68e-06
186,0.0896279,4.25e-06
187,0.0913042,5.809e-06
188,0.0915042,4.78e-06
189,0.0915042,4.61e-06
190,0.0916042,4.62e-06
191,0.0918278,4.69e-06
192,0.0921883,4.949e-06
193,0.0928591,4.57e-06
194,0.0942193,4.49e-06
195,0.0948517,4.75e-06
196,0.0949517,4.731e-06
197,0.0950517,4.63e-06
198,0.0951517,4.47e-06
199,0.0953517,4.7e-06
200,0.0953517,4.89e-06
201,0.095799,5.07e-06
202,0.0959404,5.03e-06
203,0.0965807,5e-06
204,0.0968969,4.62e-06
205,0.0975294,4.7e-06
206,0.0979417,4.599e-06
207,0.0986488,4.86e-06
208,0.0987488,4.79e-06
209,0.0989488,4.63e-06
210,0.0993611,4.77e-06
211,0.0997217,4.36e-06
212,0.100038,4.33e-06
213,0.100338,4.45e-06
214,0.100479,4.86e-06
215,0.101401,4.72e-06
216,0.101501,4.79e-06
217,0.101643,4.71e-06
218,0.101943,4.72e-06
219,0.102143,4.41e-06
220,0.102459,4.4e-06
221,0.102683,4.67e-06
222,0.102883,4.87e-06
223,0.102883,4.82e-06
224,0.102883,4.97e-06
225,0.103283,4.431e-06
226,0.103283,4.75e-06
227,0.103923,4.669e-06
228,0.104023,4.77e-06
229,0.10447,4.6e-06
230,0.106134,4.71e-06
231,0.107634,4.47e-06
232,0.108047,4.65e-06
233,0.108901,4.5e-06
234,0.109184,4.5e-06
235,0.109184,4.78e-06
236,0.109891,4.431e-06
237,0.110252,4.74e-06
238,0.111052,4.68e-06
239,0.111052,4.81e-06
240,0.111334,4.871e-06
241,0.111782,5.11e-06
242,0.111782,4.86e-06
243,0.112229,4.87e-06
244,0.112512,4.72e-06
245,0.112512,4.39e-06
246,0.113144,4.46e-06
247,0.113505,4.56e-06
248,0.113917,4.8e-06
