n,cost,run_time
1,0.000141421,2.47328
2,0.000553732,4.47e-06
3,0.00157354,4.26e-06
4,0.00197354,4.03e-06
5,0.00267354,4.31e-06
6,0.00277354,4.3e-06
7,0.00291496,4.35e-06
8,0.00355527,4.08e-06
9,0.00375527,4.049e-06
10,0.00433836,4.2e-06
11,0.00483836,4.47e-06
12,0.00525068,4.14e-06
13,0.00646723,4.07e-06
14,0.00660865,4.319e-06
15,0.00702096,4.28e-06
16,0.00716238,4.36e-06
17,0.00777066,4.25e-06
18,0.00791208,5.06e-06
19,0.00821208,4.28e-06
20,0.00841208,4.331e-06
21,0.00911919,4.2e-06
22,0.00941919,4.61e-06
23,0.0111912,4.2e-06
24,0.0114148,4.32e-06
25,0.0115148,4.25e-06
26,0.011831,4.15e-06
27,0.0119724,4.57e-06
28,0.0119724,4.89e-06
29,0.0121139,4.16e-06
30,0.0122139,4.12e-06
31,0.0122139,4.58e-06
32,0.0123139,4.51e-06
33,0.0124553,4.65e-06
34,0.0126553,4.69e-06
35,0.0129553,4.27e-06
36,0.0129553,4.789e-06
37,0.0130967,4.27e-06
38,0.013509,4.36e-06
39,0.0137326,4.289e-06
40,0.0138326,4.76e-06
41,0.0140326,4.62e-06
42,0.0141326,4.799e-06
43,0.0152326,4.59e-06
44,0.0153326,4.2e-06
45,0.0154326,4.759e-06
46,0.0160729,4.35e-06
47,0.0163558,4.4e-06
48,0.0164558,4.62e-06
49,0.0166794,4.44e-06
50,0.0193868,4.38e-06
51,0.0194868,4.58e-06
52,0.0195868,4.43e-06
53,0.0197282,4.219e-06
54,0.0198282,4.31e-06
55,0.0200282,4.61e-06
56,0.0202518,4.189e-06
57,0.0203518,4.27e-06
58,0.0204518,4.38e-06
59,0.0204518,4.26e-06
60,0.0206754,4.36e-06
61,0.0207754,4.29e-06
62,0.0208754,4.58e-06
63,0.0217698,4.41e-06
64,0.0233977,4.25e-06
65,0.0239362,4.669e-06
66,0.0241362,4.58e-06
67,0.0244362,4.279e-06
68,0.0248835,4.76e-06
69,0.0252958,4.489e-06
70,0.025743,4.38e-06
71,0.0259666,4.529e-06
72,0.0263789,4.11e-06
73,0.0265203,4.509e-06
74,0.0268366,4.52e-06
75,0.0270602,4.929e-06
76,0.0274207,4.54e-06
77,0.0278207,4.56e-06
78,0.0285487,4.36e-06
79,0.0287723,4.81e-06
80,0.0288723,4.22e-06
81,0.0419268,4.06e-06
82,0.0428755,4.18e-06
83,0.0433227,4.33e-06
84,0.0437227,4.449e-06
85,0.0438227,4.45e-06
86,0.0440463,4.41e-06
87,0.0441463,4.7e-06
88,0.0449949,4.6e-06
89,0.0454072,4.549e-06
90,0.0454072,4.56e-06
91,0.0455486,4.57e-06
92,0.0461143,4.18e-06
93,0.0472143,4.32e-06
94,0.0473143,4.531e-06
95,0.0478974,4.86e-06
96,0.0479974,4.62e-06
97,0.0484097,4.5e-06
98,0.0484097,4.94e-06
99,0.0484097,4.67e-06
100,0.0486097,4.469e-06
101,0.0487511,4.63e-06
102,0.0488511,4.6e-06
103,0.0494168,4.551e-06
104,0.0494168,4.17e-06
105,0.0501784,4.36e-06
106,0.0502784,4.619e-06
107,0.0504784,4.41e-06
108,0.0520908,4.66e-06
109,0.0530908,4.84e-06
110,0.0533144,4.5e-06
111,0.0546561,4.48e-06
112,0.0546561,5.13e-06
113,0.0547561,4.7e-06
114,0.0548561,4.68e-06
115,0.0556623,4.42e-06
116,0.0558859,4.69e-06
117,0.0562982,4.42e-06
118,0.0572202,4.7e-06
119,0.0580202,4.459e-06
120,0.0584325,4.72e-06
121,0.058793,4.45e-06
122,0.058793,4.42e-06
123,0.058893,4.59e-06
124,0.059093,4.72e-06
125,0.0597013,5.04e-06
126,0.0601013,4.54e-06
127,0.0602427,4.77e-06
128,0.060667,4.71e-06
129,0.0613741,4.98e-06
130,0.0619572,4.81e-06
131,0.0621808,4.431e-06
132,0.0623808,4.8e-06
133,0.0626044,4.38e-06
134,0.062828,4.54e-06
135,0.0629694,4.42e-06
136,0.0630694,4.65e-06
137,0.0630694,4.85e-06
138,0.0633857,4.89e-06
139,0.0640565,4.56e-06
140,0.065161,4.591e-06
141,0.065161,4.82e-06
142,0.0658013,4.6e-06
143,0.0659013,4.63e-06
144,0.0661249,4.7e-06
145,0.0661249,4.48e-06
146,0.0663485,4.51e-06
147,0.0666314,4.85e-06
148,0.0675533,5e-06
149,0.0676948,4.54e-06
150,0.0685492,4.51e-06
151,0.0689615,4.43e-06
152,0.0690615,4.78e-06
153,0.0698615,4.5e-06
154,0.070222,4.82e-06
155,0.070222,4.9e-06
156,0.0703635,4.43e-06
157,0.0721992,4.3e-06
158,0.0722992,4.85e-06
159,0.0724992,4.61e-06
160,0.0726992,4.84e-06
161,0.0727992,4.86e-06
162,0.0731598,4.51e-06
163,0.0733834,4.95e-06
164,0.0735248,4.83e-06
165,0.0739248,4.57e-06
166,0.0740662,4.61e-06
167,0.0792325,4.46e-06
168,0.0793325,4.6e-06
169,0.0793325,4.689e-06
170,0.0797567,4.7e-06
171,0.0798567,4.789e-06
172,0.0798567,4.72e-06
173,0.080269,4.63e-06
174,0.0804104,4.48e-06
175,0.0805519,4.97e-06
176,0.0808519,4.61e-06
177,0.0809519,4.89e-06
178,0.0813519,4.78e-06
179,0.0814519,4.53e-06
180,0.0816755,4.66e-06
181,0.0817755,4.66e-06
182,0.0825755,4.81e-06
183,0.083424,4.72e-06
184,0.0835654,4.63e-06
185,0.0837654,4.64e-06
186,0.0839068,4.5e-06
187,0.0840483,4.74e-06
188,0.0841483,4.95e-06
189,0.0845088,4.57e-06
190,0.0847324,4.729e-06
191,0.0848324,4.84e-06
192,0.0851324,4.75e-06
193,0.0854324,4.63e-06
194,0.0855739,4.6e-06
195,0.0857739,4.689e-06
196,0.0859975,4.52e-06
197,0.0861389,4.62e-06
