n,cost,execution_time
1,0.001500,0.000048
2,0.001641,0.000062
3,0.001841,0.000051
4,0.001841,0.000018
5,0.001983,0.000110
6,0.002083,0.000100
7,0.002083,0.000021
8,0.002283,0.000083
9,0.002283,0.000016
10,0.002383,0.000022
11,0.002583,0.000022
12,0.002683,0.000021
13,0.002906,0.000054
14,0.003983,0.000096
15,0.004300,0.000147
16,0.004600,0.000138
17,0.004741,0.000023
18,0.004741,0.000017
19,0.004965,0.000065
20,0.005188,0.000082
21,0.005288,0.000022
22,0.005430,0.000021
23,0.005968,0.000056
24,0.006368,0.000056
25,0.006816,0.000051
26,0.007597,0.000029
27,0.007797,0.000028
28,0.008244,0.000108
29,0.009362,0.000027
30,0.009585,0.000059
31,0.010629,0.000033
32,0.010829,0.000022
33,0.010829,0.000017
34,0.011146,0.000111
35,0.011558,0.000050
36,0.011919,0.000047
37,0.012279,0.000093
38,0.013449,0.000032
39,0.013766,0.000116
40,0.013766,0.000018
41,0.013966,0.000021
42,0.014066,0.000045
43,0.014289,0.000097
44,0.014389,0.000025
45,0.014814,0.000055
46,0.015014,0.000094
47,0.015237,0.000120
48,0.015553,0.000139
49,0.016053,0.000098
50,0.016277,0.000022
51,0.016277,0.000019
52,0.016377,0.000067
53,0.016693,0.000053
54,0.016793,0.000021
55,0.017076,0.000085
56,0.017476,0.000029
57,0.017700,0.000107
58,0.017900,0.000139
59,0.018000,0.000023
60,0.018500,0.000068
61,0.018500,0.000019
62,0.018783,0.000039
63,0.019183,0.000091
64,0.019383,0.000122
65,0.020053,0.000056
66,0.020277,0.000032
67,0.020560,0.000089
68,0.020660,0.000037
69,0.020976,0.000097
70,0.020976,0.000017
71,0.021118,0.000020
72,0.021341,0.000039
73,0.021441,0.000106
74,0.021724,0.000059
75,0.021948,0.000019
76,0.022089,0.000083
77,0.022089,0.000022
78,0.022501,0.000096
79,0.022643,0.000058
80,0.022643,0.000017
81,0.022643,0.000019
82,0.023181,0.000026
83,0.023581,0.000103
84,0.024252,0.000146
85,0.024252,0.000020
86,0.024352,0.000102
87,0.024352,0.000019
88,0.024452,0.000019
89,0.024652,0.000109
90,0.024935,0.000075
91,0.025235,0.000175
