n,cost,run_time
1,0.000141421,2.64877
2,0.000441421,4.769e-06
3,0.00107388,4.6e-06
4,0.00287388,3.97e-06
5,0.0030153,4.49e-06
6,0.0038153,4.09e-06
7,0.00409814,4.14e-06
8,0.00481925,4.37e-06
9,0.00549007,4.04e-06
10,0.00577291,4.5e-06
11,0.00587291,4.29e-06
12,0.00628522,4.39e-06
13,0.00776171,4.06e-06
14,0.00854273,4.229e-06
15,0.00864273,4.331e-06
16,0.00963268,4.12e-06
17,0.0101327,4.84e-06
18,0.010773,4.67e-06
19,0.0111335,4.04e-06
20,0.0113572,4.49e-06
21,0.0113572,4.46e-06
22,0.0114572,4.36e-06
23,0.0114572,4.3e-06
24,0.0116572,4.069e-06
25,0.0120177,4.4e-06
26,0.0129664,9.08e-06
27,0.0138608,4.51e-06
28,0.0138608,4.5e-06
29,0.014177,4.69e-06
30,0.014277,4.23e-06
31,0.0147243,4.5e-06
32,0.0156187,4.319e-06
33,0.0161187,4.71e-06
34,0.016759,4.63e-06
35,0.016859,4.529e-06
36,0.016959,4.69e-06
37,0.017159,4.63e-06
38,0.0185518,4.289e-06
39,0.0187518,4.81e-06
40,0.0191124,4.39e-06
41,0.019473,4.549e-06
42,0.019573,4.74e-06
43,0.0201812,4.3e-06
44,0.0209875,4.151e-06
45,0.0210875,4.12e-06
46,0.0211875,4.54e-06
47,0.0216875,4.17e-06
48,0.0230291,4.86e-06
49,0.0235291,4.67e-06
50,0.0238896,8.09e-06
51,0.0243139,4.74e-06
52,0.0244139,4.549e-06
53,0.0246375,4.66e-06
54,0.0246375,4.409e-06
55,0.0247375,9.09e-06
56,0.0251847,4.26e-06
57,0.0254083,4.57e-06
58,0.0255498,4.49e-06
59,0.0257734,4.7e-06
60,0.0257734,4.9e-06
61,0.0258734,4.36e-06
62,0.0258734,4.24e-06
63,0.0261734,4.61e-06
64,0.0270678,7.74e-06
65,0.0272678,4.68e-06
66,0.0275678,4.65e-06
67,0.0289996,4.33e-06
68,0.0295827,4.72e-06
69,0.0296827,4.81e-06
70,0.0298827,4.61e-06
71,0.030295,4.479e-06
72,0.0305186,4.78e-06
73,0.0311017,4.28e-06
74,0.0318017,4.79e-06
75,0.0321017,4.72e-06
76,0.0322017,4.64e-06
77,0.0327848,4.52e-06
78,0.0327848,4.899e-06
79,0.0334919,4.53e-06
80,0.0337155,4.489e-06
81,0.0340155,4.57e-06
82,0.0341155,4.4e-06
83,0.0342569,4.76e-06
84,0.0347569,4.6e-06
85,0.0350398,4.529e-06
86,0.0350398,4.62e-06
87,0.0351398,4.82e-06
88,0.0357398,4.39e-06
89,0.0364469,6.8e-06
90,0.0371177,4.62e-06
91,0.0373177,4.64e-06
92,0.0376005,4.7e-06
93,0.0381104,4.56e-06
94,0.038334,4.54e-06
95,0.038434,4.49e-06
96,0.039134,4.53e-06
97,0.039334,4.27e-06
98,0.039634,4.47e-06
99,0.0399503,4.5e-06
100,0.0400503,4.95e-06
101,0.0402503,4.9e-06
102,0.0410565,4.43e-06
103,0.0411565,7.139e-06
104,0.0420999,4.27e-06
105,0.0422999,5.08e-06
106,0.0423999,4.429e-06
107,0.0425999,4.51e-06
108,0.0427413,4.7e-06
109,0.0432512,4.65e-06
110,0.0436755,4.73e-06
111,0.0439755,4.52e-06
112,0.0441991,4.52e-06
113,0.0444227,4.69e-06
114,0.0447832,4.22e-06
115,0.0460832,4.75e-06
116,0.0465305,4.3e-06
117,0.0466305,6.93e-06
118,0.0467719,4.56e-06
119,0.0471961,4.76e-06
120,0.0474198,4.629e-06
121,0.047736,4.6e-06
122,0.0707562,3.72e-06
123,0.0712661,4.48e-06
124,0.0720907,4.34e-06
125,0.0720907,5.17e-06
126,0.0721907,4.551e-06
127,0.0723907,4.63e-06
128,0.0727069,4.4e-06
129,0.0729069,5.16e-06
130,0.0730069,5.09e-06
131,0.0733069,4.749e-06
132,0.0739394,4.631e-06
133,0.0740808,4.71e-06
134,0.0747133,4.69e-06
135,0.0749369,4.56e-06
136,0.0753492,4.6e-06
137,0.0764122,4.81e-06
138,0.0765536,4.54e-06
139,0.0798778,4.36e-06
140,0.0800778,4.59e-06
141,0.0807102,4.78e-06
142,0.0809102,4.55e-06
143,0.0810102,4.689e-06
144,0.0811517,4.39e-06
145,0.0812517,4.76e-06
146,0.0814753,4.689e-06
147,0.0816989,4.451e-06
148,0.0821112,4.449e-06
149,0.0830546,4.96e-06
150,0.0833708,4.56e-06
151,0.0835944,4.64e-06
152,0.0843155,4.529e-06
153,0.0843155,4.869e-06
154,0.0844155,5.069e-06
155,0.0848398,4.6e-06
156,0.0849398,4.57e-06
157,0.0850812,4.72e-06
158,0.0856197,4.57e-06
159,0.0856197,4.86e-06
160,0.0857611,8.06e-06
161,0.086044,5.58e-06
162,0.0862676,4.95e-06
163,0.0863676,4.66e-06
164,0.0866838,4.87e-06
165,0.0868252,4.65e-06
166,0.0877472,4.5e-06
167,0.0880472,4.349e-06
168,0.0881472,4.7e-06
169,0.0883472,4.31e-06
170,0.0885708,4.96e-06
171,0.0885708,4.69e-06
172,0.0894928,4.74e-06
173,0.0896342,4.74e-06
174,0.0904152,5.259e-06
175,0.0912754,4.76e-06
176,0.091499,4.47e-06
177,0.091699,5.09e-06
178,0.0920596,4.93e-06
179,0.0923596,4.68e-06
180,0.0928068,4.451e-06
181,0.0928068,4.9e-06
182,0.0929482,4.49e-06
183,0.0930897,4.59e-06
184,0.0934059,4.76e-06
185,0.0935059,4.71e-06
186,0.0936059,5.009e-06
187,0.0936059,5.1e-06
188,0.0936059,4.81e-06
189,0.0955475,7.27e-06
190,0.0955475,4.691e-06
191,0.095689,4.7e-06
192,0.095989,4.64e-06
193,0.0962718,4.72e-06
194,0.096588,4.67e-06
195,0.096688,4.62e-06
196,0.0980297,4.37e-06
197,0.0985297,4.62e-06
198,0.0985297,5e-06
199,0.0988297,4.75e-06
200,0.0989297,5.38e-06
201,0.0994682,4.87e-06
202,0.0995682,4.96e-06
203,0.100176,8.86e-06
204,0.100459,4.73e-06
205,0.101459,4.24e-06
206,0.101683,4.78e-06
207,0.101907,4.92e-06
208,0.102407,4.74e-06
209,0.102607,5.34e-06
