n,cost,run_time
1,0.0004,2.5398
2,0.0005,4.57e-06
3,0.000723607,4.3e-06
4,0.000823607,4.32e-06
5,0.000923607,4.5e-06
6,0.00114721,4.44e-06
7,0.00124721,4.18e-06
8,0.00124721,4.05e-06
9,0.00134721,4.32e-06
10,0.00148863,4.21e-06
11,0.00241059,4.19e-06
12,0.00261059,4.51e-06
13,0.00351059,3.951e-06
14,0.00387114,3.959e-06
15,0.00429541,4.21e-06
16,0.00451902,4.26e-06
17,0.00487957,4.31e-06
18,0.00538947,4.49e-06
19,0.00589937,4.2e-06
20,0.00682133,4.07e-06
21,0.00735985,4.35e-06
22,0.00745985,4.18e-06
23,0.00755985,4e-06
24,0.00944664,4.46e-06
25,0.0098072,4.56e-06
26,0.0100308,4.38e-06
27,0.0103308,4.47e-06
28,0.0103308,4.651e-06
29,0.0113748,4.5e-06
30,0.0117354,4.01e-06
31,0.0122739,4.35e-06
32,0.0126739,4.6e-06
33,0.0134801,4.42e-06
34,0.0150422,4.32e-06
35,0.0158038,4.091e-06
36,0.01612,4.51e-06
37,0.0164028,5e-06
38,0.0170353,4.489e-06
39,0.0173515,4.25e-06
40,0.0177987,4.47e-06
41,0.018115,4.4e-06
42,0.018215,4.49e-06
43,0.0193551,4.43e-06
44,0.0194551,4.57e-06
45,0.0195551,4.46e-06
46,0.0202259,4.35e-06
47,0.0202259,4.589e-06
48,0.0203674,4.43e-06
49,0.0208146,4.22e-06
50,0.0215217,4.411e-06
51,0.0216217,4.39e-06
52,0.0218217,4.36e-06
53,0.0220217,4.43e-06
54,0.0222217,4.34e-06
55,0.0224217,4.34e-06
56,0.0226217,4.47e-06
57,0.0233288,4.23e-06
58,0.0234702,4.35e-06
59,0.0239702,4.21e-06
60,0.0240702,4.16e-06
61,0.0242938,4.53e-06
62,0.0245174,4.33e-06
63,0.0278775,4.39e-06
64,0.0280189,4.77e-06
65,0.0281603,4.64e-06
66,0.0283018,4.899e-06
67,0.0284018,4.52e-06
68,0.0286254,4.579e-06
69,0.0287668,4.75e-06
70,0.0289904,4.38e-06
71,0.0289904,4.77e-06
72,0.0295735,4.46e-06
73,0.0303981,4.41e-06
74,0.0312043,4.47e-06
75,0.0320988,4.27e-06
76,0.0329932,4.459e-06
77,0.0332168,4.31e-06
78,0.0333168,4.98e-06
79,0.0372001,4.16e-06
80,0.0373001,4.25e-06
81,0.0375001,4.55e-06
82,0.0383945,4.38e-06
83,0.0384945,4.53e-06
84,0.0384945,4.79e-06
85,0.0386945,4.929e-06
86,0.0397762,4.6e-06
87,0.0403593,4.49e-06
88,0.0448537,4.21e-06
89,0.0450773,4.26e-06
90,0.0452187,4.32e-06
91,0.0454424,4.46e-06
92,0.0455424,4.96e-06
93,0.0456424,4.48e-06
94,0.0460547,4.21e-06
95,0.0462547,4.47e-06
96,0.0466152,4.41e-06
97,0.0469758,4.59e-06
98,0.0470758,4.26e-06
99,0.0481938,4.46e-06
100,0.0491988,4.29e-06
101,0.0494224,4.22e-06
102,0.049646,4.71e-06
103,0.050146,4.5e-06
104,0.0502874,4.56e-06
105,0.0502874,4.369e-06
106,0.050511,4.62e-06
107,0.051311,4.31e-06
108,0.0515939,4.791e-06
109,0.0533027,4.36e-06
110,0.0535263,4.82e-06
111,0.0548263,4.39e-06
112,0.0550263,4.611e-06
113,0.0556094,4.37e-06
114,0.0561094,4.62e-06
115,0.056333,4.46e-06
116,0.056433,4.5e-06
117,0.0570733,4.39e-06
118,0.0573895,4.55e-06
119,0.057531,4.72e-06
120,0.0576724,4.56e-06
121,0.0591042,4.72e-06
122,0.0594204,4.74e-06
123,0.0628204,4.42e-06
124,0.0633204,4.72e-06
125,0.063544,4.75e-06
126,0.0638602,4.86e-06
127,0.0641602,4.62e-06
128,0.0644764,4.45e-06
129,0.0647001,4.9e-06
130,0.0650001,5.21e-06
131,0.0657281,4.62e-06
132,0.0664352,4.47e-06
133,0.0669352,4.42e-06
134,0.0673352,4.811e-06
135,0.0679755,4.339e-06
136,0.0680755,4.52e-06
137,0.0680755,4.59e-06
138,0.0682169,4.43e-06
139,0.0692169,4.33e-06
140,0.0698572,4.74e-06
141,0.0704403,4.37e-06
142,0.0708403,4.2e-06
