n,cost,execution_time
1,0.000300,0.000138
2,0.000500,0.000030
3,0.003812,0.000033
4,0.004128,0.000024
5,0.004228,0.000031
6,0.004428,0.000024
7,0.004528,0.000058
8,0.004670,0.000027
9,0.004770,0.000026
10,0.004993,0.000024
11,0.005135,0.000026
12,0.005335,0.000274
13,0.005535,0.000028
14,0.005895,0.000024
15,0.006343,0.000026
16,0.007248,0.000174
17,0.007856,0.000196
18,0.008080,0.000197
19,0.008180,0.000026
20,0.009102,0.000088
21,0.009549,0.000025
22,0.009549,0.000022
23,0.010149,0.000193
24,0.010291,0.000027
25,0.010607,0.000040
26,0.010707,0.000027
27,0.010907,0.000028
28,0.011515,0.000163
29,0.011798,0.000025
30,0.012021,0.000026
31,0.012422,0.000023
32,0.012704,0.000027
33,0.013904,0.000033
34,0.013904,0.000018
35,0.014221,0.000023
36,0.014621,0.000027
37,0.014621,0.000018
38,0.014844,0.000028
39,0.015485,0.000180
40,0.016192,0.000044
41,0.016920,0.000208
42,0.017332,0.000248
43,0.017556,0.000194
44,0.020363,0.000029
45,0.020763,0.000028
46,0.021123,0.000023
47,0.021347,0.000022
48,0.021547,0.000024
49,0.022665,0.000198
50,0.022665,0.000018
51,0.022965,0.000024
52,0.022965,0.000020
53,0.023065,0.000027
54,0.023425,0.000022
55,0.023742,0.000024
56,0.023842,0.000024
57,0.024474,0.000173
58,0.024574,0.000026
59,0.024774,0.000029
60,0.024998,0.000026
61,0.025098,0.000032
62,0.025239,0.000028
63,0.025381,0.000023
64,0.025522,0.000027
65,0.026826,0.000100
66,0.026926,0.000026
67,0.027067,0.000024
68,0.027267,0.000029
69,0.028029,0.000367
70,0.028029,0.000022
71,0.032933,0.000026
72,0.033074,0.000024
73,0.033174,0.000030
74,0.033274,0.000037
75,0.033416,0.000028
76,0.033516,0.000030
77,0.033657,0.000022
78,0.033957,0.000026
79,0.034057,0.000043
80,0.034199,0.000035
81,0.034340,0.000026
82,0.034340,0.000017
83,0.035262,0.000275
84,0.035894,0.000329
85,0.036118,0.000038
86,0.036218,0.000026
87,0.036756,0.000035
88,0.036957,0.000023
89,0.037180,0.000025
90,0.037280,0.000023
91,0.037692,0.000466
92,0.037792,0.000029
93,0.038205,0.000051
94,0.038428,0.000350
95,0.038994,0.000418
96,0.039135,0.000025
97,0.039235,0.000028
98,0.039536,0.000027
99,0.039983,0.000366
100,0.040206,0.000227
101,0.040523,0.000022
102,0.041445,0.000271
103,0.041586,0.000024
104,0.041946,0.000027
105,0.042088,0.000031
106,0.042404,0.000021
107,0.042816,0.000024
108,0.043040,0.000021
109,0.043140,0.000028
110,0.043315,0.000152
111,0.043515,0.000027
112,0.044243,0.000031
113,0.044667,0.000026
114,0.044890,0.000027
115,0.044991,0.000236
116,0.045191,0.000029
117,0.045590,0.000310
118,0.046485,0.000142
119,0.047051,0.000161
120,0.047905,0.000044
121,0.047929,0.000044
122,0.047929,0.000018
123,0.048029,0.000024
124,0.048029,0.000019
125,0.048029,0.000032
126,0.048389,0.000023
127,0.048489,0.000028
128,0.048631,0.000029
129,0.050331,0.000040
130,0.050731,0.000024
131,0.050931,0.000026
132,0.051514,0.000114
133,0.051614,0.000033
134,0.051974,0.000025
135,0.052557,0.000298
136,0.052918,0.000029
137,0.053418,0.000507
138,0.053830,0.000345
139,0.054369,0.000035
140,0.054669,0.000030
141,0.055523,0.000484
142,0.055664,0.000029
143,0.055765,0.000024
144,0.056125,0.000049
145,0.056832,0.000184
146,0.056832,0.000020
147,0.057132,0.000025
148,0.057493,0.000205
