n,cost,execution_time
1,0.000141,0.000048
2,0.000641,0.000309
3,0.001422,0.000210
4,0.002055,0.000027
5,0.002755,0.000047
6,0.002855,0.000034
7,0.002996,0.000030
8,0.003138,0.000032
9,0.003338,0.000032
10,0.004059,0.000105
11,0.004766,0.000255
12,0.005066,0.000070
13,0.005366,0.000029
14,0.005590,0.000030
15,0.006002,0.000170
16,0.006102,0.000030
17,0.006710,0.000344
18,0.006852,0.000043
19,0.007075,0.000030
20,0.007175,0.000029
21,0.007399,0.000027
22,0.007699,0.000028
23,0.008099,0.000025
24,0.008382,0.000027
25,0.008482,0.000029
26,0.009336,0.000283
27,0.009560,0.000036
28,0.009560,0.000022
29,0.009701,0.000030
30,0.009801,0.000032
31,0.009801,0.000020
32,0.009901,0.000030
33,0.010042,0.000028
34,0.010242,0.000030
35,0.010443,0.000028
36,0.010443,0.000021
37,0.010666,0.000031
38,0.011078,0.000030
39,0.011302,0.000026
40,0.011402,0.000026
41,0.011502,0.000055
42,0.011602,0.000023
43,0.012507,0.000121
44,0.012608,0.000029
45,0.012708,0.000029
46,0.013024,0.000026
47,0.013124,0.000027
48,0.013224,0.000027
49,0.013324,0.000027
50,0.014024,0.000495
51,0.014124,0.000035
52,0.014224,0.000026
53,0.014365,0.000028
54,0.015065,0.000117
55,0.015165,0.000030
56,0.015307,0.000034
57,0.015407,0.000029
58,0.015507,0.000034
59,0.015507,0.000022
60,0.015790,0.000043
61,0.015890,0.000371
62,0.015990,0.000029
63,0.016306,0.000029
64,0.016588,0.000025
65,0.016688,0.000033
66,0.017198,0.000374
67,0.017646,0.000029
68,0.018093,0.000126
69,0.018453,0.000371
70,0.019124,0.000024
71,0.019324,0.000030
72,0.019737,0.000424
73,0.019878,0.000028
74,0.020194,0.000028
75,0.020418,0.000023
76,0.020778,0.000028
77,0.020878,0.000026
78,0.021511,0.000029
79,0.021734,0.000029
80,0.021834,0.000026
81,0.038975,0.000367
82,0.039485,0.000024
83,0.039932,0.000026
84,0.040332,0.000031
85,0.040432,0.000027
86,0.040673,0.000041
87,0.040773,0.000031
88,0.041413,0.000024
89,0.041826,0.000026
90,0.041826,0.000021
91,0.041925,0.000035
92,0.042149,0.000025
93,0.043154,0.000348
94,0.043254,0.000031
95,0.043395,0.000026
96,0.043495,0.000046
97,0.043695,0.000029
98,0.043695,0.000021
99,0.043695,0.000020
100,0.043895,0.000029
101,0.044037,0.000030
102,0.044137,0.000027
103,0.044498,0.000028
104,0.044498,0.000021
105,0.045259,0.000057
106,0.045359,0.000026
107,0.045559,0.000025
108,0.045783,0.000029
109,0.046050,0.000456
110,0.046616,0.000030
111,0.047470,0.000055
112,0.047470,0.000021
113,0.047570,0.000032
114,0.047670,0.000039
115,0.048083,0.000025
116,0.048306,0.000031
117,0.048718,0.000030
118,0.049525,0.000459
119,0.049666,0.000027
120,0.050176,0.000026
121,0.050537,0.000026
122,0.050537,0.000018
123,0.050637,0.000026
124,0.050737,0.000030
125,0.051437,0.000055
126,0.051660,0.000024
127,0.051802,0.000031
128,0.052084,0.000026
129,0.052367,0.000030
130,0.052684,0.000031
131,0.052907,0.000025
132,0.053107,0.000025
133,0.053331,0.000038
134,0.053531,0.000029
135,0.053672,0.000026
136,0.053772,0.000049
137,0.053772,0.000018
138,0.054627,0.000293
139,0.055297,0.000067
140,0.055797,0.000143
