n,cost,execution_time
1,0.000316,0.000046
2,0.000677,0.000165
3,0.001881,0.000033
4,0.002022,0.000029
5,0.002246,0.000029
6,0.002346,0.000030
7,0.002570,0.000027
8,0.002670,0.000025
9,0.003377,0.000039
10,0.003600,0.000029
11,0.003883,0.000026
12,0.004295,0.000095
13,0.004295,0.000022
14,0.004519,0.000027
15,0.005029,0.000175
16,0.005129,0.000028
17,0.006206,0.000038
18,0.006347,0.000030
19,0.006447,0.000029
20,0.006647,0.000174
21,0.006747,0.000028
22,0.006747,0.000019
23,0.006847,0.000032
24,0.007247,0.000041
25,0.007247,0.000020
26,0.007347,0.000024
27,0.007347,0.000019
28,0.009511,0.000044
29,0.010094,0.000134
30,0.010294,0.000028
31,0.012843,0.000050
32,0.012943,0.000040
33,0.013043,0.000030
34,0.013676,0.000186
35,0.015076,0.000033
36,0.015299,0.000026
37,0.015523,0.000030
38,0.018253,0.000340
39,0.018353,0.000027
40,0.018961,0.000203
41,0.019184,0.000146
42,0.019326,0.000022
43,0.019626,0.000025
44,0.019626,0.000017
45,0.021651,0.000036
46,0.021874,0.000025
47,0.021874,0.000020
48,0.022602,0.000322
49,0.022826,0.000027
50,0.022926,0.000024
51,0.023226,0.000198
52,0.023426,0.000028
53,0.023567,0.000029
54,0.023709,0.000028
55,0.023809,0.000037
56,0.024009,0.000022
57,0.024292,0.000241
58,0.024391,0.000030
59,0.024391,0.000018
60,0.024692,0.000197
61,0.025139,0.000294
62,0.025846,0.000197
63,0.026069,0.000028
64,0.026293,0.000025
65,0.026393,0.000036
66,0.026840,0.000277
67,0.027423,0.000043
68,0.027740,0.000296
69,0.028040,0.000035
70,0.028140,0.000025
71,0.028240,0.000023
72,0.028340,0.000030
73,0.028481,0.000027
74,0.028581,0.000033
75,0.028681,0.000027
76,0.028781,0.000027
77,0.028923,0.000026
78,0.029283,0.000281
79,0.029424,0.000027
80,0.029624,0.000032
81,0.029848,0.000024
82,0.030481,0.000255
83,0.030680,0.000025
84,0.030997,0.000025
85,0.031357,0.000023
86,0.031457,0.000026
87,0.031967,0.000062
88,0.032067,0.000028
89,0.032167,0.000028
90,0.032309,0.000026
91,0.032809,0.000278
92,0.032909,0.000029
93,0.033418,0.000328
94,0.034341,0.000042
95,0.034482,0.000025
96,0.034582,0.000028
97,0.034806,0.000025
98,0.035206,0.000025
99,0.035630,0.000025
100,0.035771,0.000026
101,0.036184,0.000360
102,0.039264,0.000031
103,0.039364,0.000026
104,0.039788,0.000102
105,0.040710,0.000048
106,0.040710,0.000019
107,0.040710,0.000020
108,0.041027,0.000023
109,0.041127,0.000028
110,0.041226,0.000387
111,0.041827,0.000087
112,0.042050,0.000025
113,0.042658,0.000190
114,0.042882,0.000023
115,0.043198,0.000227
116,0.043298,0.000030
117,0.043522,0.000025
118,0.044640,0.000041
119,0.045140,0.000400
120,0.045500,0.000026
121,0.046039,0.000302
122,0.046239,0.000028
123,0.047045,0.000113
124,0.047345,0.000029
125,0.047661,0.000031
126,0.047761,0.000026
127,0.048186,0.000027
128,0.048327,0.000027
129,0.048627,0.000039
130,0.049259,0.000259
131,0.049460,0.000309
132,0.049460,0.000018
133,0.049820,0.000290
134,0.050452,0.000252
135,0.050452,0.000020
136,0.051401,0.000114
137,0.051601,0.000031
138,0.052401,0.000187
139,0.052701,0.000022
140,0.052801,0.000032
141,0.053025,0.000027
142,0.055050,0.000049
143,0.055366,0.000026
144,0.055466,0.000031
145,0.055966,0.000187
146,0.056066,0.000025
147,0.056289,0.000025
148,0.056737,0.000057
149,0.056960,0.000028
150,0.057102,0.000030
151,0.057514,0.000025
152,0.058436,0.000029
153,0.058660,0.000023
154,0.058960,0.000287
155,0.059460,0.000290
156,0.059907,0.000174
157,0.060107,0.000412
158,0.060739,0.000186
159,0.060963,0.000029
160,0.061571,0.000259
161,0.061571,0.000020
162,0.062653,0.000056
163,0.063153,0.000190
164,0.063353,0.000449
165,0.064114,0.000362
166,0.064314,0.000029
167,0.065095,0.000040
168,0.067752,0.000035
169,0.067894,0.000025
170,0.068254,0.000419
171,0.068396,0.000223
172,0.068896,0.000326
173,0.070036,0.000166
174,0.070636,0.000338
175,0.070860,0.000056
176,0.071641,0.000294
177,0.071864,0.000450
178,0.072403,0.000404
179,0.072686,0.000028
180,0.072986,0.000024
181,0.072986,0.000021
182,0.073209,0.000025
183,0.073622,0.000309
184,0.073722,0.000025
185,0.074287,0.000595
186,0.074734,0.000524
187,0.076411,0.000061
188,0.076511,0.000031
189,0.076511,0.000018
190,0.076611,0.000032
191,0.076834,0.000026
192,0.077234,0.000467
193,0.077647,0.000331
194,0.078368,0.000657
195,0.078868,0.000381
196,0.078968,0.000041
197,0.079284,0.000024
198,0.079384,0.000031
199,0.079796,0.000374
200,0.079796,0.000022
201,0.080380,0.000141
202,0.080521,0.000027
203,0.080821,0.000026
204,0.081492,0.000275
205,0.081792,0.000025
206,0.081992,0.000028
207,0.082600,0.000548
208,0.082700,0.000029
209,0.083210,0.000210
210,0.083931,0.000690
211,0.084292,0.000049
212,0.084608,0.000234
213,0.085055,0.000546
214,0.085196,0.000031
215,0.085996,0.000345
216,0.086596,0.000199
217,0.086738,0.000033
218,0.087038,0.000025
219,0.087238,0.000027
220,0.087638,0.000261
221,0.087861,0.000022
222,0.088061,0.000026
223,0.088061,0.000021
224,0.088061,0.000018
225,0.088461,0.000027
226,0.088461,0.000018
227,0.088685,0.000027
228,0.088785,0.000034
229,0.089009,0.000221
230,0.090401,0.000057
231,0.091542,0.000066
232,0.091765,0.000303
233,0.091965,0.000026
234,0.092574,0.000319
235,0.092574,0.000022
236,0.093074,0.000241
237,0.093434,0.000308
238,0.094259,0.000166
239,0.094259,0.000022
240,0.094542,0.000024
241,0.094824,0.000615
242,0.094824,0.000023
243,0.095048,0.000025
244,0.095548,0.000026
245,0.095548,0.000017
246,0.095909,0.000336
247,0.096321,0.000024
248,0.096462,0.000033
249,0.096779,0.000027
250,0.097139,0.000024
251,0.098942,0.000062
252,0.099452,0.000043
253,0.099593,0.000034
254,0.099817,0.000024
255,0.100241,0.000180
256,0.101047,0.000626
257,0.101460,0.000272
258,0.101683,0.000415
259,0.101683,0.000022
260,0.102324,0.000220
261,0.102424,0.000030
262,0.102524,0.000028
263,0.102724,0.000027
264,0.102865,0.000026
265,0.103065,0.000030
266,0.103165,0.000024
267,0.103481,0.000347
268,0.103764,0.000028
269,0.103905,0.000025
270,0.104047,0.000030
271,0.104147,0.000026
272,0.104507,0.000208
273,0.105716,0.000037
274,0.106616,0.000386
275,0.107199,0.000039
276,0.107839,0.000072
277,0.107939,0.000036
278,0.108039,0.000024
279,0.108139,0.000028
280,0.108281,0.000026
281,0.108504,0.000025
282,0.108604,0.000025
283,0.112593,0.000087
284,0.113176,0.000589
285,0.115922,0.000037
286,0.116422,0.000559
287,0.116522,0.000027
288,0.116746,0.000029
289,0.117256,0.000233
290,0.117680,0.000026
291,0.118104,0.000025
292,0.118104,0.000020
293,0.119244,0.000249
294,0.119344,0.000046
