n,cost,run_time
1,0.000412311,2.46321
2,0.000772866,4.99e-06
3,0.00408496,3.909e-06
4,0.00459487,4.249e-06
5,0.00473629,4.5e-06
6,0.00493629,4.06e-06
7,0.00503629,4.19e-06
8,0.00553629,4.15e-06
9,0.00567771,4.55e-06
10,0.00640572,4.1e-06
11,0.00654714,4e-06
12,0.00674714,4.37e-06
13,0.00694714,4.28e-06
14,0.0073077,4.37e-06
15,0.00744912,4.28e-06
16,0.00835466,3.85e-06
17,0.00857826,4.591e-06
18,0.00877826,4.54e-06
19,0.00887826,4.08e-06
20,0.00941678,4.15e-06
21,0.00981678,4.28e-06
22,0.00981678,4.131e-06
23,0.0105239,3.94e-06
24,0.0106653,4.65e-06
25,0.0112038,4.44e-06
26,0.0113038,4.869e-06
27,0.0116201,4.47e-06
28,0.0122283,4.5e-06
29,0.0125112,4.2e-06
30,0.0127348,4.52e-06
31,0.0129584,4.27e-06
32,0.0132412,4.65e-06
33,0.0166028,4.34e-06
34,0.0164865,9.54e-06
35,0.0166865,4.58e-06
36,0.0170865,4.68e-06
37,0.0170865,4.629e-06
38,0.0171865,4.44e-06
39,0.0178574,4.42e-06
40,0.0180574,4.649e-06
41,0.0189176,4.25e-06
42,0.0194561,4.27e-06
43,0.0196797,4.009e-06
44,0.0263167,3.76e-06
45,0.0267291,4.41e-06
46,0.0278107,4.3e-06
47,0.0280107,4.56e-06
48,0.0281521,4.46e-06
49,0.0287925,4.451e-06
50,0.0287925,5.01e-06
51,0.0290925,4.31e-06
52,0.0290925,4.69e-06
53,0.0295397,4.33e-06
54,0.0299002,4.691e-06
55,0.0302164,4.48e-06
56,0.0303164,4.45e-06
57,0.0321522,4.38e-06
58,0.0324684,4.53e-06
59,0.032692,1.118e-05
60,0.0330083,4.5e-06
61,0.0331083,4.529e-06
62,0.0332497,4.58e-06
63,0.0340743,4.36e-06
64,0.0342157,4.62e-06
65,0.0355196,4.58e-06
66,0.0356196,4.6e-06
67,0.0364006,4.75e-06
68,0.0366242,4.64e-06
69,0.0370242,4.57e-06
70,0.0370242,4.81e-06
71,0.0395001,4.04e-06
72,0.0396415,4.66e-06
73,0.0397415,4.72e-06
74,0.0399415,4.37e-06
75,0.0400829,4.77e-06
76,0.0402829,4.56e-06
77,0.0404243,4.44e-06
78,0.0407243,4.7e-06
79,0.0407243,4.55e-06
80,0.0408658,4.84e-06
81,0.0409658,4.78e-06
82,0.0409658,4.77e-06
83,0.0415315,4.35e-06
84,0.0421639,4.36e-06
85,0.0423875,4.51e-06
86,0.0424875,4.49e-06
87,0.0449875,4.11e-06
88,0.0451875,4.72e-06
89,0.0455481,4.85e-06
90,0.0458481,4.29e-06
91,0.0460717,4.569e-06
92,0.0462131,4.55e-06
93,0.0466603,4.559e-06
94,0.0469765,4.69e-06
95,0.0483658,4.41e-06
96,0.0485072,4.131e-06
97,0.0486072,4.52e-06
98,0.0488072,4.52e-06
99,0.0489486,4.369e-06
100,0.0494585,4.58e-06
101,0.0501865,4.09e-06
102,0.0503865,4.28e-06
103,0.0510574,4.51e-06
104,0.051281,4.5e-06
105,0.051381,4.69e-06
106,0.0516638,4.5e-06
107,0.0518052,4.67e-06
108,0.0534815,4.57e-06
109,0.0535815,4.689e-06
110,0.0551627,4.9e-06
111,0.0553627,4.44e-06
112,0.0560907,4.21e-06
113,0.0563735,4.69e-06
114,0.0565971,4.82e-06
115,0.0566971,4.29e-06
116,0.0569971,4.57e-06
117,0.0572971,4.34e-06
118,0.0580182,4.35e-06
119,0.0590182,4.5e-06
120,0.0598726,4.61e-06
121,0.0598726,4.691e-06
122,0.0598726,4.68e-06
123,0.0600963,4.55e-06
124,0.0600963,4.92e-06
125,0.0600963,4.97e-06
126,0.0604568,4.429e-06
127,0.0605568,4.72e-06
128,0.0610568,4.67e-06
129,0.0629542,4.33e-06
130,0.063625,4.67e-06
131,0.063825,4.46e-06
132,0.0645321,4.61e-06
133,0.0646321,4.591e-06
134,0.0649927,4.57e-06
135,0.0652755,4.67e-06
136,0.0657227,4.78e-06
137,0.0664438,4.71e-06
138,0.0672438,4.49e-06
139,0.0680501,4.62e-06
140,0.0684624,4.74e-06
141,0.0694624,4.81e-06
142,0.0696038,5.1e-06
143,0.0697038,4.751e-06
144,0.0700643,4.399e-06
145,0.0703643,4.54e-06
146,0.0703643,4.98e-06
147,0.0706643,4.5e-06
148,0.0710249,4.38e-06
149,0.0710249,4.61e-06
150,0.071608,4.7e-06
151,0.071808,4.83e-06
152,0.071808,4.68e-06
153,0.072108,4.53e-06
154,0.072889,4.7e-06
155,0.072989,4.54e-06
156,0.0734362,4.53e-06
157,0.0735362,4.92e-06
158,0.0739362,4.39e-06
159,0.0743362,4.57e-06
160,0.0747485,4.35e-06
161,0.0750648,4.47e-06
162,0.0752062,4.74e-06
163,0.0753062,4.46e-06
164,0.0759145,4.83e-06
165,0.0763617,4.73e-06
166,0.0763617,4.74e-06
167,0.0766779,4.5e-06
168,0.0767779,4.7e-06
169,0.0772251,4.57e-06
170,0.0774487,4.591e-06
171,0.0775901,4.88e-06
172,0.0777316,4.519e-06
173,0.0780316,4.88e-06
174,0.0784439,4.73e-06
175,0.0803855,4.38e-06
176,0.0805269,4.71e-06
177,0.0811978,5e-06
178,0.0814806,4.52e-06
179,0.0822017,4.5e-06
180,0.0823431,4.4e-06
181,0.0827037,4.549e-06
182,0.0827037,4.65e-06
183,0.0828037,4.75e-06
184,0.0835108,4.15e-06
185,0.0836108,4.95e-06
186,0.0836108,4.57e-06
187,0.0844354,4.68e-06
188,0.084659,4.72e-06
189,0.0850713,4.65e-06
190,0.085295,4.92e-06
191,0.0855186,4.81e-06
192,0.08566,4.909e-06
193,0.08586,4.75e-06
194,0.0902645,3.98e-06
195,0.0902645,4.78e-06
196,0.0903645,4.6e-06
197,0.0905059,5.049e-06
198,0.0907296,4.43e-06
199,0.0915358,4.76e-06
200,0.0918963,4.86e-06
201,0.0919963,5.009e-06
202,0.0920963,4.56e-06
203,0.0932625,4.58e-06
204,0.0934625,4.459e-06
205,0.0939097,4.73e-06
206,0.0940097,4.63e-06
207,0.0942333,4.82e-06
208,0.0947333,4.58e-06
209,0.0947333,4.87e-06
210,0.0950162,4.83e-06
211,0.0952162,4.74e-06
212,0.0956285,4.42e-06
213,0.0960285,4.87e-06
214,0.0967565,4.839e-06
215,0.0973222,4.46e-06
216,0.0987114,4.67e-06
217,0.0990114,4.79e-06
218,0.099372,4.71e-06
219,0.0997325,4.519e-06
220,0.100145,4.94e-06
221,0.100785,4.66e-06
222,0.101101,4.551e-06
223,0.101611,4.64e-06
224,0.101972,4.48e-06
225,0.102255,4.38e-06
226,0.102976,4.6e-06
227,0.103336,5.01e-06
228,0.103478,4.75e-06
229,0.104149,4.32e-06
230,0.104431,4.59e-06
231,0.104748,4.84e-06
232,0.105031,4.85e-06
233,0.106075,3.94e-06
234,0.106175,4.61e-06
235,0.106882,4.83e-06
236,0.107804,4.88e-06
237,0.107904,5.19e-06
238,0.114441,4.49e-06
239,0.114583,4.84e-06
240,0.116294,4.689e-06
241,0.116655,4.61e-06
242,0.116855,4.84e-06
243,0.117171,4.52e-06
244,0.118234,4.88e-06
245,0.118734,4.91e-06
246,0.118734,4.3e-06
247,0.118834,4.48e-06
248,0.119756,4.65e-06
249,0.120616,4.7e-06
250,0.120816,4.71e-06
251,0.121316,4.559e-06
252,0.123941,4.7e-06
253,0.126188,5e-06
254,0.126388,5.02e-06
255,0.126954,4.76e-06
256,0.127178,4.8e-06
257,0.127885,5.1e-06
258,0.128026,5.22e-06
259,0.128342,4.54e-06
260,0.12879,4.54e-06
261,0.129013,4.609e-06
262,0.129013,4.77e-06
263,0.129374,4.74e-06
264,0.129474,4.859e-06
265,0.129574,5.01e-06
266,0.12989,4.72e-06
267,0.13029,4.72e-06
268,0.130651,4.35e-06
269,0.130967,4.65e-06
270,0.131108,4.73e-06
271,0.137447,4.16e-06
272,0.137871,4.719e-06
273,0.138512,4.71e-06
274,0.138794,4.5e-06
275,0.138994,4.87e-06
276,0.139694,4.88e-06
277,0.14026,4.81e-06
278,0.140576,5.02e-06
279,0.140937,4.81e-06
280,0.141859,5.11e-06
281,0.141959,4.85e-06
282,0.142784,4.66e-06
283,0.143007,4.589e-06
284,0.143231,4.37e-06
285,0.143643,4.93e-06
286,0.144004,4.769e-06
287,0.144104,4.689e-06
288,0.144304,4.91e-06
289,0.144728,5.29e-06
290,0.145088,4.61e-06
291,0.145312,4.811e-06
292,0.145724,4.77e-06
293,0.146041,4.81e-06
294,0.146488,4.79e-06
295,0.147692,5.23e-06
296,0.148116,4.84e-06
297,0.14834,4.8e-06
298,0.148481,4.82e-06
299,0.150004,5.09e-06
300,0.150711,5.16e-06
301,0.150811,5.1e-06
302,0.151311,4.671e-06
303,0.151311,4.88e-06
304,0.151411,5.16e-06
305,0.151635,4.46e-06
306,0.152753,4.61e-06
307,0.153153,4.86e-06
308,0.153514,4.78e-06
309,0.153737,4.54e-06
310,0.154727,4.45e-06
311,0.155088,5.33e-06
312,0.15601,4.63e-06
313,0.15665,4.78e-06
314,0.15685,4.82e-06
315,0.15725,4.72e-06
316,0.157391,4.65e-06
317,0.157804,4.74e-06
318,0.158087,4.75e-06
319,0.158499,5.28e-06
320,0.159353,4.58e-06
321,0.159577,4.839e-06
322,0.159938,4.359e-06
323,0.160254,4.689e-06
324,0.16057,4.789e-06
325,0.16057,4.98e-06
326,0.160886,4.909e-06
327,0.161086,4.731e-06
328,0.161228,4.791e-06
329,0.161451,4.849e-06
330,0.162059,4.769e-06
331,0.164621,4.43e-06
332,0.165739,4.7e-06
333,0.168441,4.73e-06
334,0.168664,5.05e-06
335,0.168764,4.99e-06
336,0.168988,4.83e-06
337,0.168988,4.64e-06
338,0.169628,4.57e-06
339,0.169852,5.01e-06
340,0.171862,4.5e-06
341,0.172145,5.01e-06
342,0.172286,4.67e-06
343,0.173786,4.99e-06
344,0.173986,5.291e-06
345,0.176363,4.619e-06
346,0.181678,4.41e-06
347,0.182318,4.81e-06
348,0.194858,4.06e-06
349,0.195,5e-06
350,0.195412,4.78e-06
351,0.196757,4.719e-06
352,0.196757,4.85e-06
353,0.196857,4.48e-06
354,0.196999,4.82e-06
355,0.197639,4.7e-06
356,0.198499,4.73e-06
357,0.198999,5.691e-06
358,0.200749,4.34e-06
359,0.200972,4.66e-06
360,0.201419,4.74e-06
361,0.20228,4.79e-06
362,0.202503,4.82e-06
363,0.202803,4.79e-06
364,0.203003,4.99e-06
365,0.203003,4.76e-06
366,0.20381,5.349e-06
367,0.204033,4.62e-06
368,0.204333,4.75e-06
369,0.204649,4.7e-06
370,0.204873,4.84e-06
371,0.205285,4.86e-06
372,0.205795,4.56e-06
373,0.206295,5.51e-06
374,0.206395,4.91e-06
375,0.206395,4.76e-06
376,0.206395,4.72e-06
377,0.206934,4.79e-06
378,0.207294,4.89e-06
379,0.208194,4.68e-06
380,0.208194,4.96e-06
381,0.208294,5.109e-06
382,0.208394,4.71e-06
383,0.208677,4.79e-06
384,0.2128,4.73e-06
385,0.213722,4.75e-06
386,0.214038,4.61e-06
387,0.214355,5.26e-06
388,0.214995,5.02e-06
389,0.215095,4.91e-06
390,0.215195,4.78e-06
391,0.215336,4.72e-06
392,0.215392,9.64e-06
393,0.215692,4.89e-06
394,0.215692,5.2e-06
395,0.216053,4.94e-06
396,0.218333,4.35e-06
397,0.218433,4.89e-06
398,0.218317,9.89e-06
399,0.218417,4.451e-06
400,0.218417,4.77e-06
401,0.218955,4.789e-06
402,0.218955,4.96e-06
403,0.219155,4.84e-06
404,0.219472,5.15e-06
405,0.219572,5.01e-06
406,0.219996,4.97e-06
407,0.219996,5.07e-06
408,0.219996,5.439e-06
409,0.220724,4.86e-06
410,0.220824,5.02e-06
411,0.221107,5.12e-06
412,0.22133,4.76e-06
413,0.221613,4.71e-06
414,0.222753,5.131e-06
415,0.222895,5.04e-06
416,0.222995,4.969e-06
417,0.223442,4.97e-06
418,0.224945,4.459e-06
419,0.225554,5.29e-06
420,0.225554,5.23e-06
421,0.226054,5.091e-06
422,0.227083,4.43e-06
423,0.227889,5.251e-06
424,0.228314,4.96e-06
425,0.228674,4.95e-06
426,0.230955,5.57e-06
427,0.231055,5e-06
428,0.231155,5.039e-06
429,0.231787,5.05e-06
430,0.231887,5.19e-06
431,0.248917,4.78e-06
432,0.25072,5.04e-06
433,0.25082,5.531e-06
434,0.25102,4.47e-06
435,0.251942,5.06e-06
436,0.252242,4.96e-06
437,0.252752,5.04e-06
438,0.253558,5.07e-06
439,0.253841,5.079e-06
440,0.254124,5.17e-06
441,0.254124,5.24e-06
442,0.254124,5.131e-06
443,0.254732,4.81e-06
444,0.254932,4.94e-06
445,0.255132,5.069e-06
446,0.255532,4.86e-06
447,0.255532,4.61e-06
448,0.255892,4.59e-06
449,0.256209,5e-06
450,0.256209,5.36e-06
451,0.256309,4.76e-06
452,0.25645,5.3e-06
453,0.256847,9.889e-06
454,0.257047,4.94e-06
455,0.257147,4.83e-06
456,0.257787,4.74e-06
457,0.258287,4.79e-06
458,0.258487,4.82e-06
459,0.258487,5.02e-06
460,0.259096,4.93e-06
461,0.259237,5.269e-06
462,0.259461,5.27e-06
463,0.259661,5.22e-06
464,0.260108,4.85e-06
465,0.260889,4.93e-06
466,0.262231,5.71e-06
467,0.263934,4.68e-06
468,0.26425,5.2e-06
469,0.264391,5.11e-06
470,0.264533,5.71e-06
471,0.264849,4.87e-06
472,0.264849,5.04e-06
473,0.265349,4.77e-06
474,0.266173,4.98e-06
475,0.266315,5.41e-06
476,0.266315,4.729e-06
477,0.266825,4.96e-06
478,0.266925,5.129e-06
479,0.267025,4.969e-06
480,0.267248,4.95e-06
481,0.267348,4.86e-06
482,0.267572,5.06e-06
483,0.267772,5.11e-06
484,0.268172,4.88e-06
485,0.269437,4.81e-06
486,0.269661,4.91e-06
487,0.27017,4.84e-06
488,0.270531,4.97e-06
489,0.270731,5.18e-06
490,0.270931,5.01e-06
491,0.271247,5.01e-06
492,0.271447,5.26e-06
493,0.271647,5.28e-06
494,0.272157,5.05e-06
495,0.272299,4.88e-06
496,0.272522,5.11e-06
497,0.272805,5.03e-06
498,0.273305,4.969e-06
499,0.274067,5.229e-06
500,0.274167,5.73e-06
501,0.274591,5.01e-06
502,0.275439,5.52e-06
503,0.275663,5.09e-06
504,0.275979,4.56e-06
505,0.276079,5e-06
506,0.276303,4.76e-06
507,0.276444,5.39e-06
508,0.278233,4.67e-06
509,0.278645,4.88e-06
510,0.278645,5.04e-06
511,0.278745,5.01e-06
512,0.278887,4.98e-06
513,0.278987,5.63e-06
514,0.27921,5.16e-06
515,0.279918,5.271e-06
516,0.280278,5.16e-06
517,0.280378,5.09e-06
518,0.280739,5.4e-06
519,0.280839,5.1e-06
520,0.281263,5.02e-06
521,0.280887,9.949e-06
522,0.280844,1.128e-05
523,0.281068,4.99e-06
524,0.281168,5.04e-06
525,0.281268,5.38e-06
526,0.281368,4.979e-06
527,0.281729,5.229e-06
528,0.281829,5.94e-06
529,0.282461,5.06e-06
530,0.283315,5.75e-06
531,0.283715,5.28e-06
532,0.283715,5.14e-06
533,0.283915,4.93e-06
534,0.284276,5.02e-06
535,0.284476,5.2e-06
536,0.284676,4.74e-06
537,0.284976,5.15e-06
538,0.285076,5.48e-06
539,0.2853,4.95e-06
540,0.285523,4.95e-06
541,0.285623,5.08e-06
542,0.286429,4.97e-06
543,0.286929,5.35e-06
544,0.287513,4.76e-06
545,0.287513,5.25e-06
546,0.287513,5.229e-06
547,0.287925,4.84e-06
548,0.288525,4.85e-06
549,0.288525,5.15e-06
550,0.288749,5.05e-06
551,0.288849,5.15e-06
552,0.288849,5.02e-06
553,0.289577,4.85e-06
554,0.289877,5.18e-06
555,0.290077,5.13e-06
556,0.290077,5.32e-06
557,0.292,5.88e-06
558,0.2921,5.259e-06
559,0.292461,5.24e-06
560,0.292961,5.89e-06
561,0.293061,4.851e-06
562,0.293284,5.01e-06
563,0.293426,4.8e-06
564,0.294226,4.76e-06
565,0.294326,5.06e-06
566,0.294826,5.039e-06
567,0.294926,5.18e-06
568,0.295067,5.24e-06
569,0.296648,4.83e-06
570,0.297819,5.14e-06
571,0.298243,5.33e-06
572,0.299192,5.259e-06
573,0.299192,4.96e-06
574,0.300606,4.89e-06
575,0.300606,5.16e-06
576,0.300966,4.969e-06
577,0.30119,5.36e-06
578,0.302139,4.95e-06
579,0.302551,5.54e-06
580,0.302775,4.91e-06
581,0.302875,5.12e-06
582,0.302975,5.32e-06
583,0.302975,4.97e-06
584,0.303275,5.29e-06
585,0.303775,5.04e-06
586,0.303998,5.37e-06
587,0.30594,4.83e-06
588,0.307751,5.78e-06
589,0.308051,5.12e-06
590,0.308275,4.97e-06
591,0.308475,4.93e-06
592,0.308791,5.61e-06
593,0.309291,5.06e-06
594,0.309391,5.02e-06
595,0.310833,5.38e-06
596,0.311333,4.89e-06
597,0.311694,6.83e-06
598,0.312106,5.61e-06
599,0.312206,5.03e-06
600,0.312347,4.939e-06
601,0.312347,5.22e-06
602,0.312466,9.79e-06
603,0.31289,5.32e-06
604,0.31309,4.89e-06
605,0.313629,4.83e-06
606,0.313729,5.58e-06
607,0.317035,4.89e-06
608,0.317135,5.44e-06
609,0.317276,4.88e-06
610,0.317276,5.16e-06
611,0.317688,5.35e-06
612,0.317888,5.41e-06
613,0.318427,5.031e-06
614,0.318527,5.46e-06
615,0.319065,4.63e-06
616,0.319478,4.899e-06
617,0.319619,5.12e-06
618,0.319719,4.96e-06
619,0.319819,5.37e-06
620,0.32018,5.23e-06
621,0.320403,5.06e-06
622,0.320903,5.32e-06
623,0.321219,5.22e-06
624,0.321828,4.92e-06
625,0.322492,1.013e-05
626,0.323392,4.849e-06
627,0.323616,4.82e-06
628,0.324199,4.97e-06
629,0.325005,5.29e-06
630,0.32583,4.71e-06
631,0.326146,5.191e-06
632,0.326429,4.96e-06
633,0.32657,5.13e-06
634,0.329753,4.52e-06
635,0.329953,5.01e-06
636,0.330453,6.31e-06
637,0.330866,5.069e-06
638,0.331714,5.3e-06
639,0.333923,5.19e-06
640,0.334923,5.25e-06
641,0.335023,5.27e-06
642,0.335589,4.96e-06
643,0.33573,5.13e-06
644,0.33613,4.96e-06
645,0.33623,5.309e-06
646,0.336769,4.92e-06
647,0.337129,4.96e-06
648,0.337446,5.17e-06
649,0.341107,5.61e-06
650,0.341424,4.97e-06
651,0.343073,5.81e-06
652,0.345414,5.1e-06
653,0.345774,4.7e-06
654,0.345916,5e-06
655,0.346276,5.41e-06
656,0.346786,4.99e-06
657,0.347586,5.07e-06
658,0.347686,5.049e-06
659,0.348486,5.409e-06
660,0.348586,4.719e-06
661,0.348728,5.77e-06
662,0.349238,5.399e-06
663,0.349379,5.11e-06
664,0.349879,5.68e-06
665,0.35024,5.259e-06
666,0.351046,5.249e-06
667,0.351146,5.379e-06
668,0.351369,5.27e-06
669,0.351593,5.39e-06
670,0.351693,5.81e-06
671,0.351976,4.8e-06
672,0.352117,5.98e-06
673,0.352259,5.03e-06
674,0.352259,5.29e-06
675,0.352482,4.999e-06
676,0.352843,6.431e-06
677,0.353483,5.93e-06
678,0.353983,4.92e-06
679,0.354083,5.27e-06
680,0.365176,4.58e-06
681,0.367977,6.88e-06
682,0.368077,5.13e-06
683,0.36871,5.111e-06
684,0.36901,5.2e-06
685,0.36911,5.25e-06
686,0.369251,5.08e-06
687,0.369698,5.63e-06
688,0.369798,5.72e-06
689,0.370398,5e-06
690,0.370811,4.969e-06
691,0.371223,4.87e-06
692,0.371223,5.16e-06
693,0.371623,5.17e-06
694,0.371823,4.69e-06
695,0.371964,5.27e-06
696,0.372064,5.291e-06
697,0.372064,5.41e-06
698,0.372264,5.32e-06
699,0.372625,4.97e-06
700,0.372766,5.18e-06
701,0.374443,5.14e-06
702,0.374663,1.006e-05
703,0.374886,5.47e-06
704,0.375028,5.109e-06
705,0.375556,1.248e-05
706,0.375968,5.17e-06
707,0.376068,5.279e-06
708,0.376209,5.449e-06
709,0.376409,5.2e-06
710,0.376809,5.12e-06
711,0.376909,5.309e-06
712,0.377051,5.68e-06
713,0.377367,5.3e-06
714,0.377509,5.61e-06
715,0.37765,5.03e-06
716,0.378233,5.37e-06
717,0.378333,5.25e-06
718,0.378899,5.32e-06
719,0.378999,5.48e-06
720,0.379446,5.19e-06
721,0.37967,5.3e-06
722,0.380253,5.2e-06
723,0.380836,5.03e-06
724,0.380936,5.5e-06
725,0.381136,5.749e-06
726,0.381583,5.56e-06
727,0.382848,5.92e-06
728,0.383071,5.15e-06
729,0.383371,4.9e-06
730,0.383732,5.85e-06
731,0.383932,4.97e-06
732,0.384032,5.379e-06
733,0.384256,5.39e-06
734,0.385911,5.369e-06
735,0.386323,5.11e-06
736,0.386639,5.08e-06
737,0.388126,5.12e-06
738,0.388986,5.03e-06
739,0.390429,6.54e-06
740,0.391419,5.119e-06
741,0.3922,5.32e-06
742,0.3927,5.011e-06
743,0.39306,5.59e-06
744,0.393472,5.52e-06
745,0.394113,5.15e-06
746,0.408441,4.75e-06
747,0.408888,5.159e-06
748,0.409521,5.18e-06
749,0.409744,4.929e-06
750,0.409844,5.3e-06
751,0.410766,4.97e-06
752,0.410866,5.46e-06
753,0.411066,5.23e-06
754,0.411366,5.209e-06
755,0.41179,5.18e-06
756,0.412572,4.8e-06
757,0.412672,5.31e-06
758,0.412872,5.53e-06
759,0.413272,5.34e-06
760,0.413272,5.72e-06
