n,cost,execution_time
1,0.000224,0.000045
2,0.000324,0.000041
3,0.000524,0.000032
4,0.000624,0.000027
5,0.000724,0.000026
6,0.000947,0.000027
7,0.001089,0.000029
8,0.001089,0.000021
9,0.001189,0.000029
10,0.001549,0.000028
11,0.002404,0.000055
12,0.002504,0.000030
13,0.002864,0.000024
14,0.003180,0.000026
15,0.003605,0.000025
16,0.003746,0.000029
17,0.004379,0.000216
18,0.005019,0.000352
19,0.005419,0.000036
20,0.005985,0.000210
21,0.006301,0.000148
22,0.006401,0.000033
23,0.006501,0.000025
24,0.007444,0.000028
25,0.007805,0.000352
26,0.007905,0.000027
27,0.008205,0.000027
28,0.008205,0.000021
29,0.008405,0.000028
30,0.008546,0.000027
31,0.008993,0.000025
32,0.009393,0.000278
33,0.010423,0.000189
34,0.011317,0.000179
35,0.012079,0.000033
36,0.012395,0.000026
37,0.012595,0.000027
38,0.013323,0.000320
39,0.015265,0.000289
40,0.015406,0.000029
41,0.015606,0.000027
42,0.015706,0.000027
43,0.016506,0.000146
44,0.016953,0.000026
45,0.017177,0.000025
46,0.017677,0.000026
47,0.017677,0.000019
48,0.017901,0.000027
49,0.018348,0.000066
50,0.019019,0.000258
51,0.019119,0.000026
52,0.019219,0.000039
53,0.019419,0.000024
54,0.019735,0.000336
55,0.019935,0.000030
56,0.020135,0.000026
57,0.020495,0.000027
58,0.020637,0.000029
59,0.021220,0.000208
60,0.021320,0.000028
61,0.021544,0.000028
62,0.021767,0.000024
63,0.023603,0.000051
64,0.023827,0.000192
65,0.024548,0.000257
66,0.024648,0.000030
67,0.025148,0.000029
68,0.025289,0.000029
69,0.025431,0.000027
70,0.025654,0.000027
71,0.025654,0.000021
72,0.026416,0.000150
73,0.027240,0.000162
74,0.028046,0.000197
75,0.028679,0.000074
76,0.028820,0.000133
77,0.029044,0.000024
78,0.029144,0.000031
79,0.035247,0.000033
80,0.035660,0.000028
81,0.035860,0.000025
82,0.036360,0.000086
83,0.036460,0.000038
84,0.036460,0.000018
85,0.036660,0.000028
86,0.037060,0.000026
87,0.037472,0.000224
88,0.042026,0.000030
89,0.042250,0.000027
90,0.042650,0.000053
91,0.042873,0.000042
92,0.042997,0.000055
93,0.043397,0.000270
94,0.043809,0.000393
95,0.044109,0.000027
96,0.044425,0.000342
97,0.045132,0.000362
98,0.045233,0.000035
99,0.045933,0.000240
100,0.046938,0.000044
101,0.047220,0.000024
102,0.047444,0.000033
103,0.048151,0.000207
104,0.048375,0.000025
105,0.048375,0.000018
106,0.048598,0.000029
107,0.048822,0.000026
108,0.049105,0.000025
109,0.050813,0.000029
110,0.051014,0.000032
111,0.051742,0.000062
112,0.051942,0.000032
113,0.052525,0.000293
114,0.052666,0.000029
115,0.052890,0.000028
116,0.052990,0.000027
117,0.053414,0.000354
118,0.053555,0.000027
119,0.054138,0.000094
120,0.054280,0.000027
121,0.055556,0.000073
122,0.055779,0.000028
123,0.057647,0.000033
124,0.058280,0.000347
125,0.058727,0.000026
126,0.059043,0.000028
127,0.059343,0.000028
128,0.059882,0.000308
129,0.060105,0.000240
130,0.060405,0.000025
131,0.060629,0.000025
132,0.061261,0.000337
133,0.061674,0.000025
134,0.061897,0.000024
135,0.062538,0.000187
136,0.062638,0.000027
137,0.062638,0.000025
138,0.062779,0.000026
139,0.063507,0.000184
140,0.063707,0.000025
141,0.064217,0.000105
142,0.064317,0.000027
143,0.064417,0.000033
144,0.065088,0.000094
145,0.065188,0.000028
146,0.065288,0.000028
147,0.067622,0.000033
148,0.069622,0.000132
149,0.069822,0.000030
150,0.069822,0.000019
151,0.070422,0.000356
152,0.071122,0.000117
153,0.071264,0.000041
154,0.071711,0.000406
155,0.072633,0.000320
156,0.072633,0.000023
157,0.072774,0.000027
158,0.073623,0.000418
159,0.074294,0.000116
160,0.074832,0.000517
161,0.074932,0.000031
162,0.075032,0.000036
163,0.075256,0.000026
164,0.075356,0.000027
165,0.075856,0.000307
166,0.075956,0.000026
167,0.076056,0.000029
168,0.076197,0.000028
169,0.076339,0.000024
170,0.076439,0.000026
171,0.076721,0.000028
172,0.076821,0.000029
173,0.076921,0.000029
174,0.077460,0.000149
175,0.078480,0.000055
176,0.078580,0.000029
177,0.078803,0.000024
178,0.078903,0.000029
179,0.079220,0.000421
180,0.079667,0.000276
181,0.079808,0.000024
182,0.080318,0.000431
183,0.080679,0.000025
184,0.080679,0.000019
185,0.081189,0.000252
186,0.081613,0.000629
187,0.081613,0.000023
188,0.081929,0.000096
189,0.082212,0.000025
