n,cost,run_time
1,0.680057,2.55471
2,0.680838,4.4e-06
3,0.680938,4.71e-06
4,0.681448,4.54e-06
5,0.681548,4.4e-06
6,0.681689,4.19e-06
7,0.681789,4.24e-06
8,0.689007,3.529e-06
9,0.689368,4.451e-06
10,0.690311,5.09e-06
11,0.690411,4.41e-06
12,0.690411,5.16e-06
13,0.690911,4.46e-06
14,0.691228,4.24e-06
15,0.691428,4.22e-06
16,0.691528,4.35e-06
17,0.69194,4.47e-06
18,0.69308,4.61e-06
19,0.69318,4.43e-06
20,0.69328,4.24e-06
21,0.693692,4.54e-06
22,0.693692,4.47e-06
23,0.693975,4.32e-06
24,0.694584,4.32e-06
25,0.694725,4.499e-06
26,0.695225,4.24e-06
27,0.695586,4.73e-06
28,0.69679,4.38e-06
29,0.697571,4.22e-06
30,0.697712,4.34e-06
31,0.697854,4.41e-06
32,0.698844,4.09e-06
33,0.70032,4.82e-06
34,0.700928,4.56e-06
35,0.701152,4.43e-06
36,0.702452,4.379e-06
37,0.702652,4.46e-06
38,0.702968,4.59e-06
39,0.704644,4.22e-06
40,0.705776,4.53e-06
41,0.719576,3.89e-06
42,0.719676,4.12e-06
43,0.719776,4.45e-06
44,0.721997,4.23e-06
45,0.72222,4.511e-06
46,0.722503,4.43e-06
47,0.722644,4.29e-06
48,0.722744,4.209e-06
49,0.723525,4.27e-06
50,0.724386,4.62e-06
51,0.724686,4.49e-06
52,0.724786,4.72e-06
53,0.724886,4.449e-06
54,0.724986,4.71e-06
55,0.725714,4.64e-06
56,0.725855,4.28e-06
57,0.725855,4.96e-06
58,0.726055,4.12e-06
59,0.726155,4.32e-06
60,0.727237,4.619e-06
61,0.72746,4.47e-06
62,0.728101,4.73e-06
63,0.728201,4.85e-06
64,0.728424,4.48e-06
65,0.728924,4.61e-06
66,0.729565,4.72e-06
67,0.729788,4.4e-06
68,0.7302,4.49e-06
69,0.730424,4.56e-06
70,0.730848,4.97e-06
71,0.73099,4.68e-06
72,0.73109,4.62e-06
73,0.73149,4.45e-06
74,0.733019,4.05e-06
75,0.733628,4.5e-06
76,0.734434,4.95e-06
77,0.735196,4.4e-06
78,0.735496,4.44e-06
79,0.735496,4.53e-06
80,0.735796,4.349e-06
81,0.736096,4.44e-06
82,0.736196,4.46e-06
83,0.736512,4.47e-06
84,0.736612,4.45e-06
85,0.736835,4.16e-06
86,0.736835,4.78e-06
