n,cost,execution_time
1,0.000583,0.000122
2,0.001030,0.000116
3,0.001172,0.000024
4,0.001672,0.000199
5,0.001988,0.000023
6,0.002088,0.000109
7,0.002388,0.000029
8,0.002671,0.000100
9,0.003071,0.000037
10,0.003271,0.000023
11,0.003412,0.000111
12,0.003636,0.000024
13,0.003859,0.000174
14,0.004176,0.000173
15,0.004588,0.000090
16,0.007590,0.000028
17,0.007813,0.000023
18,0.008037,0.000020
19,0.008037,0.000018
20,0.008449,0.000141
21,0.008649,0.000025
22,0.008949,0.000041
23,0.008949,0.000020
24,0.009349,0.000052
25,0.009749,0.000064
26,0.010349,0.000110
27,0.010632,0.000101
28,0.010773,0.000021
29,0.010973,0.000023
30,0.011197,0.000078
31,0.011397,0.000042
32,0.011809,0.000102
33,0.012704,0.000034
34,0.013626,0.000091
35,0.015254,0.000031
36,0.015454,0.000022
37,0.015454,0.000019
38,0.015454,0.000019
39,0.015866,0.000050
40,0.016366,0.000079
41,0.016590,0.000022
42,0.017002,0.000152
43,0.017302,0.000163
44,0.017618,0.000107
45,0.017818,0.000096
46,0.018018,0.000174
47,0.024111,0.000207
48,0.024471,0.000064
49,0.024613,0.000020
50,0.024913,0.000147
51,0.025054,0.000021
52,0.025154,0.000100
53,0.025295,0.000020
54,0.025578,0.000035
55,0.025802,0.000243
56,0.025943,0.000088
57,0.026343,0.000025
58,0.026843,0.000131
59,0.027143,0.000102
60,0.027504,0.000195
61,0.028042,0.000030
62,0.028142,0.000021
63,0.028284,0.000129
64,0.028644,0.000108
65,0.029005,0.000141
66,0.029865,0.000056
67,0.030771,0.000036
68,0.030871,0.000024
69,0.032591,0.000027
70,0.032791,0.000123
71,0.032933,0.000022
72,0.033156,0.000019
73,0.033666,0.000043
74,0.033949,0.000021
75,0.034090,0.000026
76,0.034090,0.000019
77,0.034314,0.000022
78,0.034726,0.000176
79,0.034826,0.000021
80,0.034926,0.000022
81,0.035633,0.000110
82,0.035833,0.000021
83,0.036372,0.000221
84,0.036472,0.000025
85,0.036672,0.000156
86,0.036813,0.000021
87,0.037323,0.000155
88,0.037639,0.000222
89,0.037740,0.000023
90,0.037740,0.000018
91,0.037839,0.000020
92,0.038122,0.000022
93,0.038346,0.000035
94,0.038646,0.000151
95,0.038846,0.000022
96,0.038987,0.000019
97,0.039695,0.000093
98,0.039695,0.000020
99,0.040011,0.000021
100,0.040234,0.000019
101,0.040234,0.000019
102,0.040551,0.000180
103,0.040551,0.000019
104,0.041771,0.000035
105,0.041913,0.000021
106,0.042553,0.000108
107,0.042694,0.000021
108,0.042836,0.000022
109,0.042836,0.000016
110,0.043036,0.000153
111,0.043448,0.000168
112,0.043590,0.000027
113,0.043731,0.000065
114,0.044731,0.000207
115,0.044831,0.000020
116,0.045131,0.000061
117,0.047378,0.000029
118,0.047478,0.000022
119,0.047478,0.000017
120,0.047925,0.000104
121,0.048149,0.000131
122,0.048290,0.000022
123,0.048829,0.000129
