n,cost,run_time
1,0.000316228,2.53651
2,0.000632456,4.5e-06
3,0.000773877,4.22e-06
4,0.00127388,4.19e-06
5,0.0014153,5.34e-06
6,0.0017153,3.99e-06
7,0.00342702,4.05e-06
8,0.00374325,4.36e-06
9,0.00540758,4.089e-06
10,0.00560758,4.26e-06
11,0.00583119,4.14e-06
12,0.00614742,4.21e-06
13,0.00646364,4.04e-06
14,0.00656364,5.62e-06
15,0.00676364,4.27e-06
16,0.00730216,3.869e-06
17,0.00740216,4.2e-06
18,0.00762577,4.62e-06
19,0.00776719,4.61e-06
20,0.00796719,4.31e-06
21,0.00816719,4.409e-06
22,0.00928522,4.03e-06
23,0.0102852,4.14e-06
24,0.0104266,4.44e-06
25,0.0104266,4.19e-06
26,0.0106503,4.36e-06
27,0.0107503,4.72e-06
28,0.0117402,4.16e-06
29,0.0118402,4.369e-06
30,0.0120638,4.26e-06
31,0.0121638,5.78e-06
32,0.0123052,4.77e-06
33,0.0124052,4.691e-06
34,0.0128524,4.83e-06
35,0.0129524,4.18e-06
36,0.0150116,4.5e-06
37,0.0151116,4.57e-06
38,0.0158926,4.5e-06
39,0.0158926,4.76e-06
40,0.0169366,4.24e-06
41,0.0170366,4.27e-06
42,0.0171366,4.14e-06
43,0.0177197,4.29e-06
44,0.0182296,4.29e-06
45,0.018371,4.34e-06
46,0.0186873,4.48e-06
47,0.0191115,4.44e-06
48,0.0193351,4.28e-06
49,0.0193351,4.37e-06
50,0.0194351,4.61e-06
51,0.0195351,4.89e-06
52,0.0196766,4.24e-06
53,0.0201865,5.1e-06
54,0.0207696,4.54e-06
55,0.0209932,4.25e-06
56,0.0213537,4.68e-06
57,0.0216699,4.51e-06
58,0.0218936,4.68e-06
59,0.022035,4.52e-06
60,0.0232391,4.32e-06
61,0.0238474,4.38e-06
62,0.0239474,4.69e-06
63,0.024308,4.45e-06
64,0.024308,4.48e-06
65,0.0247552,4.58e-06
66,0.0253383,4.84e-06
67,0.0256988,4.84e-06
68,0.0257988,4.48e-06
69,0.0257988,4.56e-06
70,0.0262111,4.61e-06
71,0.0263526,4.53e-06
72,0.0267998,4.73e-06
73,0.0332774,4.13e-06
74,0.0333774,4.7e-06
75,0.0351239,4.39e-06
76,0.0360458,4.16e-06
77,0.0369002,4.75e-06
78,0.0369002,4.629e-06
79,0.0370002,4.51e-06
80,0.0371002,4.391e-06
81,0.0381298,4.83e-06
82,0.0386298,4.46e-06
83,0.0387298,4.81e-06
84,0.0389534,4.45e-06
85,0.0393139,4.659e-06
86,0.0398139,4.38e-06
87,0.0399139,4.74e-06
88,0.0400139,5.08e-06
89,0.0407139,4.22e-06
90,0.0418541,4.21e-06
91,0.0421541,4.43e-06
92,0.0424703,4.33e-06
93,0.0427866,4.35e-06
94,0.0446114,4.33e-06
95,0.0450114,4.769e-06
96,0.0454237,4.32e-06
97,0.0455651,4.8e-06
98,0.0455651,4.44e-06
99,0.0458814,4.66e-06
100,0.0463814,4.75e-06
101,0.0465228,4.611e-06
102,0.0466642,4.55e-06
103,0.0468056,4.64e-06
104,0.0472056,4.72e-06
105,0.0472056,4.9e-06
106,0.0472056,4.69e-06
107,0.0474056,4.83e-06
108,0.0474056,4.589e-06
109,0.0479713,4.43e-06
110,0.0481713,4.61e-06
111,0.0482713,4.88e-06
112,0.0483713,4.689e-06
113,0.0495713,4.7e-06
114,0.0496713,4.5e-06
115,0.0500713,4.66e-06
116,0.0502127,4.63e-06
117,0.0505733,4.39e-06
118,0.0506733,4.54e-06
119,0.0510338,4.57e-06
120,0.0510338,4.709e-06
121,0.0510338,4.86e-06
122,0.0513501,4.84e-06
123,0.0514501,4.44e-06
124,0.0518973,4.4e-06
125,0.0523096,4.61e-06
126,0.0523096,4.589e-06
127,0.053164,4.45e-06
128,0.053164,4.65e-06
129,0.053264,5.11e-06
130,0.0534876,5.1e-06
131,0.0538038,4.76e-06
132,0.0539452,4.97e-06
133,0.0548055,4.409e-06
134,0.0548055,4.639e-06
135,0.0549469,4.53e-06
136,0.0550883,4.57e-06
137,0.0566148,4.47e-06
138,0.0568148,4.45e-06
139,0.0569148,4.7e-06
140,0.0569148,4.44e-06
141,0.0574533,4.6e-06
142,0.0577695,4.44e-06
143,0.0579109,4.82e-06
144,0.0582715,4.73e-06
145,0.0590777,4.589e-06
146,0.0596608,4.36e-06
147,0.0598022,5.051e-06
148,0.0602145,4.71e-06
149,0.0609761,4.74e-06
150,0.0616164,4.55e-06
151,0.0620287,4.74e-06
152,0.0631468,4.44e-06
153,0.0636468,4.769e-06
154,0.0637882,4.609e-06
155,0.0642354,4.719e-06
156,0.0648011,4.651e-06
157,0.0652253,4.509e-06
158,0.0653668,4.509e-06
159,0.0654668,4.449e-06
160,0.0658668,4.68e-06
