num_requests_matched,cost,execution_time
200,7665.32958984375,0.4958018031902611
400,15771.03125,0.2858669850975275
600,23588.8203125,0.26268862234428525
800,31235.94140625,0.2592267948202789
1000,38347.5390625,0.3145502698607743
1200,46552.21484375,0.3754518092609942
1400,53830.87890625,0.43451465805992484
1600,61478.38671875,0.49029134400188923
1800,69489.375,0.5397008121944964
2000,77244.1015625,0.6186009743250906
2200,84862.59375,0.6246836320497096
2400,92878.84375,0.5927902227267623
2600,100183.3203125,0.9167109611444175
2800,108460.75,0.8053041021339595
3000,116517.4453125,0.9019372137263417
3200,124557.703125,1.0090303006581962
3400,131914.296875,1.1518215332180262
3600,139412.78125,1.2585607059299946
3800,146942.890625,1.4423894947394729
4000,154960.21875,1.2149088270962238
4200,162859.0625,1.2712435629218817
4400,170921.4375,1.9434723411686718
4600,178897.8125,1.431425001937896
4800,187125.71875,1.5875797551125288
5000,195193.65625,1.7299572071060538
5200,203679.765625,2.3607478220947087
5400,211916.75,2.0772980810143054
5600,220114.296875,2.32113424083218
5800,228120.359375,2.4618640919215977
6000,236732.1875,2.6507519222795963
6200,245065.9375,2.493339550681412
6400,253473.40625,3.4408568618819118
6600,261818.84375,3.2814081967808306
6800,271290.90625,4.105344988871366
7000,278814.3125,6.08938704803586
7200,287476.25,1.9698860170319676
7400,296522.0625,2.234289208892733
7600,304963.875,2.4201399236917496
7800,314324.21875,2.8340271953493357
8000,323496.3125,3.0325775211676955
8200,333070.3125,3.4071351778693497
8400,341909.6875,3.7112358612939715
8600,351147.3125,4.79739350406453
8800,361291.875,6.401459405198693
9000,371050.9375,7.530547233298421
9200,382063.84375,9.380808432586491
9400,392183.8125,13.339046134147793
9600,402782.9375,24.824999543838203
9800,414222.65625,33.75957788294181
10000,430914.0026397705,25.388941113837063
